Team,Res,Date,Opp,Loc,MIN,PTS,O-PPP,Pace,FGM,FGA,3FM,3FA,FTM,FTA,OREB,TmRb,REB,AST,STL,BLK,TO,F,Tm Pts
Abilene Christian,"W, 85-60",3/6/2021,INCW,H,192,85,1.139,74,30,68,12,33,13,14,13,0,42,22,14,5,13,18,0
Abilene Christian,"W, 93-71",3/12/2021,LAM,H,192,93,1.274,72,34,64,9,21,16,21,11,0,32,22,11,2,10,12,0
Abilene Christian,"W, 53-52",3/20/2021,TEX,V,195,53,0.771,66,20,67,3,18,10,12,13,0,30,9,11,0,9,15,0
Abilene Christian,"L, 47-67",3/22/2021,UCLA,V,191,47,0.732,62,17,57,4,19,9,11,7,0,30,13,3,2,9,15,0
Air Force,"W, 66-61",11/28/2020,CSN,V,198,66,0.985,68,21,48,11,25,13,19,3,0,28,14,5,2,13,0,0
Air Force,"L, 45-63",11/29/2020,SEA,H,195,45,0.821,57,16,40,6,20,7,8,4,0,22,9,2,0,15,0,0
Air Force,"W, 59-44",12/5/2020,LAM,H,196,59,0.98,62,21,41,9,21,8,11,1,0,28,16,9,4,15,0,0
Air Force,"L, 53-81",12/13/2020,DRKE,V,196,53,0.785,66,17,49,4,18,15,20,3,0,18,5,10,0,12,0,0
Air Force,"L, 57-74",12/18/2020,NEV,V,195,57,0.839,69,19,46,6,17,13,23,4,0,20,14,10,1,15,0,0
Air Force,"W, 68-66",12/20/2020,NEV,V,195,68,1.053,68,23,47,6,19,16,18,4,0,23,16,9,1,13,0,0
Air Force,"L, 48-83",12/31/2020,USU,H,194,48,0.779,62,17,36,5,19,9,14,5,0,19,12,3,2,24,0,0
Air Force,"L, 48-83",1/2/2021,USU,H,200,48,0.779,62,17,36,5,19,9,14,5,0,19,12,3,2,24,11,0
Air Force,"L, 59-78",1/6/2021,BOIS,V,196,59,0.885,69,23,49,5,21,8,12,2,0,19,10,6,1,14,0,0
Air Force,"L, 69-80",1/8/2021,BOIS,V,197,69,1.128,62,24,45,9,20,12,13,2,0,19,11,2,2,12,0,0
Air Force,"W, 72-69",1/16/2021,WYO,H,196,72,1.158,63,28,53,8,20,8,13,4,0,22,15,11,3,7,0,0
Air Force,"L, 58-77",1/18/2021,WYO,H,194,58,0.95,62,23,46,1,12,11,19,5,0,26,13,5,3,11,0,0
Air Force,"L, 61-98",1/22/2021,SDSU,H,195,61,0.908,72,22,40,9,21,8,13,2,0,15,13,9,1,23,0,0
Air Force,"L, 59-91",1/24/2021,SDSU,H,196,59,0.958,64,21,45,8,21,9,16,2,0,17,16,6,2,11,0,0
Air Force,"L, 58-59",1/28/2021,SJST,V,197,58,0.924,62,22,54,8,29,6,10,7,0,26,7,9,4,11,0,0
Air Force,"L, 62-75",1/30/2021,SJST,V,197,62,0.955,66,25,61,11,37,1,4,4,0,26,17,3,3,6,0,0
Air Force,"L, 58-68",2/6/2021,UNLV,V,197,58,1.012,57,20,46,15,32,3,7,4,0,19,15,3,1,12,0,0
Air Force,"L, 64-69",2/8/2021,UNLV,V,196,64,1.098,58,24,48,9,21,7,9,2,0,17,16,5,3,8,0,0
Air Force,"L, 63-69",2/11/2021,FRES,H,197,63,1.017,62,16,40,11,26,20,23,3,0,13,13,11,3,14,0,0
Air Force,"L, 63-69",2/13/2021,FRES,H,199,63,1.017,62,16,40,11,26,20,23,3,0,13,13,11,3,14,22,0
Air Force,"L, 65-73",2/22/2021,NM,H,195,65,0.956,67,23,54,6,24,13,19,6,0,19,14,12,2,11,16,0
Air Force,"W, 62-55",2/24/2021,NM,H,196,62,0.892,70,22,52,4,13,14,20,4,0,28,14,10,5,12,16,0
Air Force,"L, 49-72",2/27/2021,COST,V,196,49,0.809,62,17,41,5,21,10,16,4,0,15,11,7,3,16,21,0
Air Force,"L, 44-74",3/1/2021,COST,V,194,44,0.731,62,15,45,5,20,9,13,5,0,24,7,5,2,14,21,0
Air Force,"L, 52-80",3/10/2021,UNLV,V,195,52,0.756,69,22,51,2,18,6,10,0,0,13,14,9,7,13,13,0
Akron,"L, 74-81",12/15/2020,BONA,H,196,74,0.937,79,24,60,6,32,20,21,8,0,33,10,7,1,17,0,0
Akron,"W, 90-70",12/22/2020,OHIO,H,195,90,1.338,66,35,55,14,25,6,9,6,0,34,18,2,3,14,0,0
Akron,"W, 66-62",1/1/2021,KENT,H,195,66,0.899,72,19,59,11,34,17,22,8,0,36,13,4,3,12,0,0
Akron,"L, 59-71",1/9/2021,EMU,V,194,59,0.865,67,21,50,7,28,10,13,4,0,30,13,4,1,16,0,0
Akron,"L, 65-67",1/12/2021,NIU,V,193,65,0.901,68,25,60,9,29,6,13,5,0,25,16,3,0,11,0,0
Akron,"W, 95-94",1/16/2021,TOL,H,220,95,1.265,76,34,67,14,40,13,15,11,0,35,12,4,4,12,0,0
Akron,"W, 69-57",1/19/2021,BGSU,V,193,69,0.932,73,22,59,8,24,17,19,10,0,44,12,5,7,16,0,0
Akron,"W, 81-67",1/21/2021,CMU,H,193,81,1.154,70,29,59,12,29,11,13,7,0,31,18,5,5,12,0,0
Akron,"W, 79-68",1/23/2021,WMU,V,195,79,1.15,68,23,49,10,30,23,31,5,0,28,10,7,0,10,0,0
Akron,"W, 86-65",1/26/2021,EMU,H,194,86,1.114,78,33,69,10,29,10,13,9,0,46,22,3,1,11,0,0
Akron,"W, 74-42",1/30/2021,BSU,H,192,74,1.072,69,28,57,8,25,10,19,8,0,37,10,9,2,11,0,0
Akron,"L, 76-91",2/2/2021,TOL,V,195,76,1.042,72,27,63,8,25,14,23,10,0,30,11,4,3,9,0,0
Akron,"W, 72-61",2/5/2021,KENT,V,195,72,1.04,72,27,59,11,25,7,11,10,0,34,14,4,6,15,0,0
Akron,"W, 83-76",2/12/2021,MIO,V,195,83,1.324,62,30,61,14,34,9,12,12,0,28,12,5,4,8,0,0
Akron,"W, 81-76",2/16/2021,NIU,H,196,81,1.131,72,20,52,11,28,30,35,9,0,33,12,4,7,12,12,0
Akron,"W, 88-79",2/19/2021,BSU,V,195,88,1.191,76,30,58,9,20,19,25,6,0,29,16,9,4,10,18,0
Akron,"L, 73-90",2/23/2021,OHIO,V,194,73,0.973,74,26,67,8,32,13,19,12,0,37,12,3,5,11,23,0
Akron,"L, 71-83",2/26/2021,BGSU,H,197,71,0.976,74,21,61,7,27,22,31,14,0,38,7,4,8,11,19,0
Akron,"L, 78-80",3/2/2021,BUFF,V,194,78,0.967,80,29,75,7,27,13,14,11,0,37,11,10,7,10,20,0
Akron,"W, 74-67",3/11/2021,BGSU,H,197,74,1.114,66,25,58,7,21,17,24,9,0,37,7,1,3,6,15,0
Akron,"L, 74-81",3/12/2021,BUFF,V,220,74,0.97,75,30,77,6,26,8,9,15,0,37,13,2,5,10,18,0
Alabama,"W, 81-57",11/25/2020,JXST,H,193,81,1.045,78,30,77,7,31,14,20,19,0,50,11,8,3,10,0,0
Alabama,"L, 64-82",11/30/2020,STAN,H,194,64,0.779,82,24,67,7,29,9,15,7,0,30,10,10,5,15,0,0
Alabama,"W, 86-74",12/1/2020,UNLV,H,197,86,1.131,75,29,60,15,40,13,19,4,0,35,21,4,4,11,0,0
Alabama,"W, 88-71",12/2/2020,PROV,H,193,88,1.223,70,29,62,12,29,18,23,13,0,38,12,5,0,12,0,0
Alabama,"L, 56-64",12/12/2020,CLEM,H,195,56,0.723,75,17,56,3,22,19,22,4,0,24,8,17,1,15,0,0
Alabama,"W, 83-80",12/15/2020,FURM,H,195,83,1.155,71,30,67,10,31,13,25,17,0,40,17,5,4,10,0,0
Alabama,"L, 71-73",12/19/2020,WKU,H,195,71,0.93,76,22,56,7,26,20,26,10,0,29,7,8,3,18,0,0
Alabama,"W, 85-69",12/22/2020,ETSU,H,194,85,1.175,74,29,60,12,34,15,26,12,0,35,20,9,5,12,0,0
Alabama,"W, 82-64",12/29/2020,MISS,H,195,82,1.046,80,28,65,12,37,14,24,13,0,44,15,6,5,15,0,0
Alabama,"W, 71-63",1/2/2021,TENN,V,196,71,0.999,70,26,62,10,20,9,17,11,0,39,11,4,5,12,0,0
Alabama,"W, 86-71",1/5/2021,FLA,H,194,86,1.103,78,31,67,8,20,16,21,12,0,40,12,10,6,13,0,0
Alabama,"W, 94-90",1/9/2021,AUB,V,196,94,1.036,90,30,73,10,32,24,29,12,0,38,14,15,5,16,0,0
Alabama,"W, 85-65",1/12/2021,UK,V,195,85,1.146,74,31,68,14,30,9,13,10,0,32,15,9,3,10,0,0
Alabama,"W, 90-59",1/16/2021,ARK,H,190,90,1.11,82,31,64,15,36,13,17,5,0,35,18,12,4,14,0,0
Alabama,"W, 105-75",1/19/2021,LSU,V,193,105,1.308,81,38,68,23,43,6,9,8,0,39,20,7,4,16,0,0
Alabama,"W, 81-73",1/23/2021,MSST,H,195,81,1.092,74,28,61,14,34,11,13,7,0,29,21,13,6,14,0,0
Alabama,"W, 70-59",1/26/2021,UK,H,195,70,0.968,72,20,51,6,20,24,28,6,0,31,14,6,5,14,0,0
Alabama,"L, 61-66",1/30/2021,OU,V,194,61,0.851,70,21,54,10,28,9,14,5,0,30,12,7,3,16,0,0
Alabama,"W, 78-60",2/3/2021,LSU,H,194,78,0.965,81,33,69,6,24,6,6,8,0,46,15,9,5,17,0,0
Alabama,"L, 65-68",2/6/2021,MIZZ,V,194,65,0.834,78,22,66,9,25,12,21,11,0,38,6,11,2,13,0,0
Alabama,"W, 81-78",2/9/2021,SC,V,194,81,0.947,86,26,68,12,34,17,20,14,0,33,16,8,8,22,0,0
Alabama,"W, 115-82",2/13/2021,UGA,H,194,115,1.365,83,36,56,18,30,25,30,4,0,33,19,5,5,18,0,0
Alabama,"W, 82-78",2/20/2021,VAND,H,193,82,1.119,74,26,61,10,39,20,28,10,0,34,15,8,5,9,19,0
Alabama,"L, 66-81",2/24/2021,ARK,V,194,66,0.848,78,26,69,11,33,3,8,11,0,35,14,4,3,16,32,0
Alabama,"W, 64-59",2/27/2021,MSST,V,194,64,0.9,72,21,65,7,28,15,17,16,0,44,9,11,3,14,17,0
Alabama,"W, 70-58",3/2/2021,AUB,H,190,70,0.997,70,27,68,10,35,6,11,10,0,31,13,13,2,7,15,0
Alabama,"W, 89-79",3/6/2021,UGA,V,196,89,1.041,86,33,68,10,22,13,20,13,0,43,14,10,7,21,17,0
Alabama,"W, 85-48",3/12/2021,MSST,H,193,85,1.254,68,32,66,13,36,8,8,11,0,32,20,11,7,9,16,0
Alabama,"W, 73-68",3/13/2021,TENN,H,196,73,0.912,78,25,67,7,28,16,19,13,0,37,9,10,4,17,17,0
Alabama,"W, 80-79",3/14/2021,LSU,H,195,80,1.121,70,33,76,12,36,2,5,16,0,47,16,4,8,9,15,0
Alabama,"W, 68-55",3/20/2021,IONA,H,196,68,1.001,70,25,53,5,16,13,23,10,0,37,10,10,3,14,17,0
Alabama,"W, 96-77",3/22/2021,UMD,H,196,96,1.483,66,35,66,16,33,10,10,15,0,39,19,5,4,9,9,0
Alabama,"L, 78-88",3/28/2021,UCLA,H,220,78,0.93,82,30,69,7,28,11,25,11,0,41,9,6,5,14,23,0
Alabama A&M,"W, 78-76",11/29/2020,SAMF,V,195,78,1.018,82,31,58,6,20,10,16,7,0,35,21,6,7,18,0,0
Alabama A&M,"W, 93-90",12/19/2020,USA,H,250,93,1.024,92,32,68,9,34,20,27,11,0,41,19,8,3,21,0,0
Alabama A&M,"W, 70-63",1/16/2021,ALST,H,200,70,0.925,76,21,56,4,23,24,33,9,0,38,9,5,3,13,0,0
Alabama A&M,"W, 68-58",1/23/2021,SOU,H,200,68,0.925,72,23,56,9,26,13,18,7,0,32,15,6,4,16,0,0
Alabama A&M,"L, 57-79",1/30/2021,PVAM,V,194,57,0.784,72,19,51,2,9,17,33,9,0,23,7,5,3,15,0,0
Alabama A&M,"L, 49-66",2/1/2021,TXSO,V,200,49,0.704,68,19,63,4,21,7,14,11,0,35,6,5,4,11,0,0
Alabama A&M,"W, 93-58",2/6/2021,MVSU,H,200,93,1.253,74,38,79,11,28,6,11,18,0,48,24,11,2,8,0,0
Alabama A&M,"W, 56-55",2/8/2021,UAPB,H,200,56,0.818,68,20,57,2,12,14,20,10,0,36,8,5,4,12,0,0
Alabama A&M,"L, 58-72",2/13/2021,ALST,V,196,58,0.841,69,19,54,5,14,15,23,11,0,38,8,4,5,15,0,0
Alabama A&M,"L, 52-65",2/22/2021,ALC,V,195,52,0.812,64,20,49,3,16,9,19,7,0,32,4,6,2,13,15,0
Alabama A&M,"L, 57-73",2/24/2021,SOU,V,195,57,0.835,67,22,58,6,16,7,9,8,0,30,8,6,2,14,19,0
Alabama A&M,"L, 54-55",2/27/2021,PVAM,H,200,54,0.723,74,21,48,6,18,6,14,4,0,37,11,2,4,24,15,0
Alabama A&M,"L, 58-68",3/1/2021,TXSO,H,200,58,0.863,66,23,65,5,17,7,13,14,0,34,5,2,4,10,16,0
Alabama A&M,"L, 35-50",3/4/2021,JSU,V,195,35,0.554,64,13,51,1,13,8,11,5,0,28,1,7,4,12,15,0
Alabama A&M,"L, 72-80",3/6/2021,GRAM,V,195,72,1.027,72,26,55,10,21,10,15,10,0,36,19,4,3,18,24,0
Alabama State,"L, 49-66",1/2/2021,GRAM,H,200,49,0.649,76,18,59,2,20,11,18,12,0,38,7,12,4,20,0,0
Alabama State,"L, 44-60",1/4/2021,JSU,H,200,44,0.662,66,13,47,3,10,15,20,8,0,33,6,4,3,18,0,0
Alabama State,"L, 82-91",1/9/2021,UAPB,V,194,82,1.124,72,27,51,8,15,20,23,4,0,20,16,7,1,15,0,0
Alabama State,"W, 64-51",1/12/2021,MVSU,V,200,64,0.996,64,23,51,10,20,8,11,5,0,34,13,2,0,13,0,0
Alabama State,"L, 63-70",1/16/2021,ALAM,V,200,63,0.827,76,20,63,3,22,20,34,16,0,45,6,5,2,13,0,0
Alabama State,"L, 52-57",1/23/2021,ALC,H,200,52,0.695,74,16,52,3,21,17,27,10,0,33,6,8,5,20,0,0
Alabama State,"W, 66-64",1/25/2021,SOU,H,193,66,0.946,71,21,59,7,19,17,29,14,0,38,6,6,3,11,0,0
Alabama State,"L, 73-80",1/30/2021,TXSO,V,200,73,0.831,88,23,72,8,27,19,25,9,0,34,14,6,3,13,0,0
Alabama State,"L, 63-87",2/1/2021,PVAM,V,195,63,0.816,76,20,48,7,16,16,30,7,0,27,11,4,3,22,0,0
Alabama State,"W, 73-67",2/6/2021,UAPB,H,194,73,0.948,76,25,59,10,25,13,21,12,0,33,10,9,6,20,0,0
Alabama State,"L, 65-68",2/8/2021,MVSU,H,196,65,0.916,69,24,58,2,16,15,23,10,0,38,10,5,0,12,0,0
Alabama State,"W, 72-58",2/13/2021,ALAM,H,196,72,1.044,69,26,58,8,17,12,21,8,0,33,15,5,5,9,0,0
Alabama State,"L, 66-75",2/22/2021,SOU,V,196,66,0.859,78,22,55,7,23,15,25,6,0,31,12,8,2,16,22,0
Alabama State,"L, 59-68",2/24/2021,ALC,V,195,59,0.909,66,19,48,6,22,15,25,8,0,35,7,3,2,13,19,0
Alabama State,"L, 76-86",2/27/2021,TXSO,H,196,76,0.932,82,26,68,11,27,13,18,7,0,26,12,6,1,12,22,0
Alabama State,"L, 67-70",3/1/2021,PVAM,H,195,67,0.933,75,21,51,5,13,20,29,11,0,37,5,8,3,18,18,0
Alabama State,"L, 68-91",3/4/2021,GRAM,V,196,68,0.831,80,22,63,8,21,16,25,9,0,28,14,10,0,16,18,0
Alabama State,"L, 54-79",3/6/2021,JSU,V,194,54,0.762,68,17,47,3,16,17,27,9,0,30,5,2,0,20,13,0
Albany,"L, 64-65",12/19/2020,UMBC,H,194,64,0.925,68,24,62,6,19,10,13,8,0,26,14,4,2,9,0,0
Albany,"L, 60-65",12/20/2020,UMBC,H,192,60,0.8,74,20,62,6,22,14,19,6,0,29,9,6,2,10,0,0
Albany,"L, 65-70",12/22/2020,NIAG,H,194,65,1.021,64,24,50,9,20,8,14,4,0,23,16,5,0,11,0,0
Albany,"W, 63-62",1/2/2021,UVM,V,195,63,0.947,66,23,49,5,18,12,20,5,0,30,9,7,3,13,0,0
Albany,"L, 66-74",1/3/2021,UVM,V,194,66,0.968,68,24,53,10,23,8,13,4,0,22,12,4,1,13,0,0
Albany,"L, 64-67",1/9/2021,STJS,V,196,64,0.904,70,25,57,8,25,6,8,7,0,24,16,2,1,17,0,0
Albany,"W, 83-75",1/16/2021,NJIT,H,196,83,1.064,78,30,57,8,23,15,21,4,0,28,12,10,1,15,0,0
Albany,"W, 83-75",1/17/2021,NJIT,H,195,83,1.175,72,34,57,4,14,11,14,7,0,29,15,6,5,14,0,0
Albany,"L, 64-71",1/23/2021,UNH,V,196,64,0.861,74,21,56,2,15,20,26,4,0,28,3,6,3,10,0,0
Albany,"W, 83-64",1/24/2021,UNH,V,195,83,1.199,68,27,52,7,18,22,30,5,0,30,9,10,1,8,0,0
Albany,"L, 71-79",2/12/2021,UML,H,195,71,0.998,70,28,65,7,17,8,15,10,0,25,12,4,0,9,0,0
Albany,"W, 81-69",2/13/2021,UML,H,72,81,1.259,30,26,63,6,18,23,26,4,0,14,6,9,1,3,0,0
Albany,"L, 43-59",2/20/2021,SBRK,H,196,43,0.65,64,14,54,4,18,11,15,7,0,31,9,2,1,12,14,0
Albany,"L, 43-59",2/21/2021,SBRK,H,161,41,0.718,58,13,46,4,16,11,15,6,0,23,9,2,1,10,12,0
Albany,"W, 76-66",2/27/2021,NJIT,H,195,76,1.126,68,27,49,8,16,14,20,5,0,29,15,7,4,14,19,0
Albany,"L, 77-83",2/28/2021,HART,V,196,77,1.111,70,25,45,5,16,22,28,2,0,23,12,7,1,13,20,0
Alcorn State,"L, 50-99",11/25/2020,UAB,V,192,50,0.652,80,19,63,3,16,9,12,13,0,31,2,2,0,21,0,0
Alcorn State,"L, 55-88",12/20/2020,HOU,V,195,55,0.823,68,17,47,5,19,16,27,6,0,22,5,5,0,13,0,0
Alcorn State,"L, 65-108",12/22/2020,LIB,V,194,65,0.886,72,21,52,6,17,17,24,7,0,24,6,4,0,17,0,0
Alcorn State,"L, 59-87",12/27/2020,VAND,V,196,59,0.811,73,24,65,3,21,8,10,12,0,29,7,8,3,15,0,0
Alcorn State,"L, 76-105",12/30/2020,BAY,V,194,76,1.06,73,24,53,6,17,22,33,13,0,25,10,9,1,16,0,0
Alcorn State,"L, 74-79",1/12/2021,GRAM,V,194,74,1.003,75,21,54,8,28,24,29,4,0,21,12,10,2,10,0,0
Alcorn State,"W, 71-59",1/16/2021,MVSU,H,195,71,1.172,62,27,55,6,22,11,16,8,0,27,4,3,0,6,0,0
Alcorn State,"W, 82-48",1/18/2021,UAPB,H,200,82,1.146,69,29,61,11,21,13,18,5,0,33,15,9,3,7,0,0
Alcorn State,"W, 57-52",1/23/2021,ALST,V,200,57,0.773,74,21,58,5,18,10,12,9,0,33,7,9,2,19,0,0
Alcorn State,"L, 59-76",1/30/2021,SOU,H,193,59,0.752,76,22,71,1,13,14,22,15,0,33,3,14,2,12,0,0
Alcorn State,"L, 66-74",2/6/2021,JSU,H,193,66,1.009,68,20,49,7,16,19,24,8,0,23,8,13,2,13,0,0
Alcorn State,"L, 62-67",2/8/2021,GRAM,H,195,62,0.916,68,23,61,7,27,9,12,12,0,31,12,7,4,13,0,0
Alcorn State,"W, 70-56",2/13/2021,MVSU,V,195,70,1.046,66,24,55,6,21,16,23,8,0,29,17,12,0,9,0,0
Alcorn State,"W, 65-52",2/22/2021,ALAM,H,196,65,0.999,64,23,55,6,21,13,17,7,0,34,16,5,0,9,16,0
Alcorn State,"W, 68-59",2/24/2021,ALST,H,195,68,0.993,66,22,65,8,21,16,22,14,0,35,10,7,1,7,20,0
Alcorn State,"L, 75-89",2/27/2021,SOU,V,195,75,0.964,78,23,52,4,13,25,27,3,0,22,11,5,4,16,23,0
Alcorn State,"L, 78-80",3/4/2021,TXSO,V,200,78,0.956,80,27,61,9,18,15,18,6,0,30,9,4,4,18,27,0
Alcorn State,"L, 69-81",3/6/2021,PVAM,V,195,69,0.888,76,28,66,6,21,7,12,8,0,28,9,11,2,14,16,0
Alcorn State,"L, 55-78",3/11/2021,TXSO,V,194,55,0.666,79,20,64,6,26,9,18,6,0,26,14,7,0,16,18,0
American,"L, 86-87",1/16/2021,NAVY,V,225,86,1.113,78,33,60,14,28,6,9,7,0,31,18,6,8,20,0,0
American,"L, 86-87",1/17/2021,NAVY,V,200,59,0.823,71,23,51,5,21,8,14,7,0,30,14,10,5,21,0,0
American,"W, 71-70",1/23/2021,LMD,H,196,71,0.993,74,24,58,7,18,16,20,7,0,31,7,8,6,11,0,0
American,"W, 81-79",1/24/2021,LMD,V,275,81,0.957,86,30,68,12,29,9,14,9,0,35,10,11,3,19,0,0
American,"L, 60-72",2/20/2021,NAVY,H,195,60,0.845,70,22,54,3,15,13,19,5,0,28,9,6,8,13,21,0
American,"L, 60-69",2/21/2021,NAVY,H,71,12,0.651,18,4,14,2,6,2,3,0,0,7,5,1,1,3,11,0
American,"L, 49-60",2/24/2021,LMD,V,200,49,0.736,66,15,53,6,26,13,16,11,0,39,6,4,7,17,19,0
American,"W, 78-71",2/27/2021,BUCK,V,194,78,1.108,72,25,55,10,24,18,24,8,0,32,17,7,4,12,18,0
American,"W, 81-68",2/28/2021,BUCK,H,195,81,1.205,68,31,56,11,27,8,11,4,0,29,20,7,3,10,16,0
Appalachian State,"W, 81-61",11/25/2020,SCST,V,200,79,1.301,64,31,55,7,24,10,12,11,0,37,7,2,2,11,0,0
Appalachian State,"L, 76-78",11/30/2020,BGSU,H,221,76,0.949,79,24,62,13,29,15,17,7,0,30,16,9,4,17,0,0
Appalachian State,"W, 61-57",12/11/2020,CHAR,V,197,61,0.969,63,20,49,5,21,16,21,6,0,27,8,4,10,10,0,0
Appalachian State,"L, 38-79",12/15/2020,TENN,V,195,38,0.622,61,12,43,5,21,9,15,7,0,24,4,2,3,18,0,0
Appalachian State,"L, 53-67",12/22/2020,AUB,V,194,53,0.914,58,15,46,6,23,17,21,5,0,18,6,5,0,7,0,0
Appalachian State,"L, 56-69",1/1/2021,TROY,H,197,56,0.872,64,22,55,6,21,6,11,8,0,28,10,8,4,12,0,0
Appalachian State,"L, 56-69",1/2/2021,TROY,H,200,56,0.872,64,22,55,6,21,6,11,8,0,28,10,8,4,12,15,0
Appalachian State,"W, 66-63",1/8/2021,GASO,H,196,66,0.978,66,23,51,6,15,14,20,8,0,26,11,9,4,15,0,0
Appalachian State,"W, 77-71",1/9/2021,GASO,H,197,77,1.205,66,28,53,5,17,16,23,9,0,31,14,10,0,9,0,0
Appalachian State,"L, 64-73",1/15/2021,USA,V,196,64,0.924,67,25,65,8,32,6,9,10,0,29,17,5,1,10,0,0
Appalachian State,"L, 64-73",1/16/2021,USA,V,199,64,0.924,65,25,65,8,32,6,9,10,0,29,17,5,1,10,15,0
Appalachian State,"W, 80-71",1/22/2021,GSU,H,195,80,1.17,69,26,50,10,23,18,26,6,0,21,10,11,3,12,0,0
Appalachian State,"W, 80-71",1/23/2021,GSU,H,200,80,1.17,69,26,50,10,23,18,26,6,0,21,10,11,3,12,12,0
Appalachian State,"L, 62-71",1/29/2021,TROY,V,195,62,0.823,74,20,60,2,19,20,28,7,0,29,9,10,2,9,0,0
Appalachian State,"L, 62-71",1/30/2021,TROY,V,200,62,0.823,74,20,60,2,19,20,28,7,0,29,9,10,2,9,21,0
Appalachian State,"L, 63-65",2/19/2021,USA,H,196,63,0.915,71,17,64,6,26,23,27,17,0,43,6,9,6,9,11,0
Appalachian State,"L, 54-56",2/20/2021,USA,H,195,54,0.888,62,21,58,6,27,6,8,9,0,35,10,4,4,8,11,0
Appalachian State,"L, 71-85",2/23/2021,GSU,V,195,71,1.059,68,25,55,8,24,13,17,9,0,32,10,6,5,13,14,0
Appalachian State,"W, 84-78",2/26/2021,GASO,V,244,84,1.006,82,31,72,10,27,12,20,8,0,30,12,9,5,10,22,0
Appalachian State,"L, 57-65",2/27/2021,GASO,V,196,57,0.939,38,23,59,6,29,5,12,12,0,27,6,8,1,8,11,0
Appalachian State,"W, 67-60",3/5/2021,UALR,H,195,67,1.021,66,22,53,12,30,11,14,5,0,26,16,6,2,11,13,0
Appalachian State,"W, 76-73",3/6/2021,TXST,V,220,76,1.038,74,22,59,12,27,20,30,9,0,37,12,5,1,9,11,0
Appalachian State,"W, 64-61",3/7/2021,CCAR,V,221,64,0.8,80,20,67,10,31,14,21,9,0,34,13,16,4,12,13,0
Appalachian State,"W, 80-73",3/8/2021,GSU,V,190,80,1.114,74,25,58,10,26,20,27,11,0,36,10,11,3,12,16,0
Appalachian State,"L, 53-54",3/18/2021,NORF,V,195,53,0.761,68,16,62,6,36,15,16,12,0,42,7,5,10,12,8,0
Arizona,"W, 74-55",11/27/2020,GRAM,H,196,74,0.964,77,23,60,7,25,21,29,11,0,41,17,7,3,14,0,0
Arizona,"W, 70-67",12/5/2020,EWU,H,195,70,0.939,78,27,65,5,15,11,18,15,0,45,14,8,4,16,0,0
