"Team","Res","Date","Opp","Loc","MIN","PTS","O-PPP","Pace","FGM","FGA","3FM","3FA","FTM","FTA","OREB","TmRb","REB","AST","STL","BLK","TO","F","Tm Pts"
"Oakland","W, 103-90","2011-02-24","UMKC","V","200","103","1.402","74","37","61","11","24","18","22","12","0","36","21","3","10","14","19","0"
"Purdue","W, 103-48","2010-11-17","ALC","H","200","103","1.198","88","41","79","7","19","14","21","17","0","51","30","13","2","14","19","0"
"Northwestern State","W, 103-94","2010-11-20","UTM","H","200","103","1.252","85","33","68","11","19","26","30","14","0","33","21","10","10","14","25","0"
"North Carolina","W, 103-54","2011-01-02","SFPA","H","200","103","1.341","76","39","66","8","17","17","27","12","0","41","22","9","10","10","12","0"
"Valparaiso","W, 103-102","2010-12-21","OAK","N","200","103","1.351","78","36","57","10","19","21","30","7","0","26","18","9","1","12","26","0"
"Washington","W, 103-72","2011-01-08","ORST","H","200","103","1.348","76","39","70","10","26","15","24","15","0","41","20","9","10","10","19","0"
"Texas Tech","W, 103-79","2010-11-23","GASO","H","200","103","1.236","83","34","64","12","27","23","28","8","0","35","23","8","1","14","16","0"
"Kansas","W, 103-86","2011-02-07","MIZZ","H","200","103","1.445","71","37","61","11","19","18","28","14","0","38","23","6","6","11","18","0"
"Stetson","L, 103-111","2011-01-25","FGCU","H","275","103","1.014","100","34","80","11","41","24","35","13","0","36","17","14","2","18","40","0"
"Ohio State","W, 102-61","2010-11-12","NCAT","H","199","102","1.338","77","37","76","5","22","23","30","28","0","55","24","6","8","14","22","0"
"Marquette","W, 102-77","2010-12-21","MVSU","H","200","102","1.218","81","34","68","8","16","26","31","10","0","35","26","12","4","11","15","0"
"South Dakota State","W, 102-73","2011-02-05","ND1","V","200","102","1.285","79","35","65","12","26","20","26","12","0","41","23","10","2","14","22","0"
"Memphis","W, 102-80","2010-11-23","UTM","H","200","102","1.148","84","38","74","8","31","18","27","12","0","39","29","11","5","14","22","0"
"Oakland","L, 102-103","2010-12-21","VALP","N","200","102","1.298","78","31","55","10","22","30","37","9","0","27","11","7","4","15","23","0"
"BYU","W, 102-78","2011-03-05","WYO","H","200","102","1.346","74","35","64","9","23","23","29","11","0","35","13","4","2","9","19","0"
"Oral Roberts","W, 102-81","2011-02-10","UMKC","V","200","102","1.443","72","42","67","9","18","9","12","9","0","31","18","4","5","7","19","0"
"Notre Dame","W, 102-62","2010-11-17","CHIS","H","200","102","1.376","75","34","69","12","31","22","34","20","0","56","29","3","6","9","15","0"
"Drake","W, 102-51","2010-12-23","CHIS","H","200","102","1.384","71","30","61","15","28","27","31","9","0","43","25","8","4","7","21","0"
"New Mexico","W, 102-62","2011-01-05","CSUB","H","200","102","1.318","80","38","67","8","18","18","24","12","0","38","26","9","7","11","19","0"
"Creighton","W, 102-92","2011-03-21","DAV","H","200","102","1.284","78","30","58","6","15","36","43","8","0","30","18","6","5","9","20","0"
"Virginia Tech","W, 102-77","2011-02-13","GT","H","200","102","1.333","75","32","58","8","15","30","39","14","0","38","16","4","3","14","20","0"
"Indiana","W, 102-60","2010-12-19","SCST","H","200","102","1.392","74","35","63","10","22","22","30","12","0","35","24","10","2","8","13","0"
"Texas State","L, 102-113","2011-03-02","LAM","V","200","102","1.075","94","40","81","6","22","16","23","16","0","45","20","4","6","19","25","0"
"Portland State","W, 102-98","2010-11-20","LAM","N","200","102","1.126","90","34","62","6","12","28","37","7","0","38","24","7","0","18","25","0"
"SMU","W, 102-70","2010-11-21","LAM","H","200","102","1.483","70","34","47","9","15","25","29","4","0","28","20","3","2","12","19","0"
"Washington","W, 102-75","2010-11-30","LBSU","H","200","102","1.312","78","41","67","14","26","6","10","9","0","34","24","10","7","15","22","0"
"North Carolina","W, 102-87","2011-03-18","LIU","N","200","102","1.097","96","34","67","3","17","31","42","12","0","52","21","3","10","18","19","0"
"Iona","W, 102-65","2011-02-16","MAN","V","200","102","1.467","71","36","54","16","27","14","18","7","0","34","26","6","4","14","15","0"
"Belmont","W, 102-74","2010-11-22","MAR","N","200","102","1.348","76","33","61","9","20","27","33","9","0","32","20","12","3","8","20","0"
"Troy","W, 102-99","2010-12-21","WMU","N","225","102","1.153","86","37","80","17","30","11","20","16","0","41","30","7","4","15","19","0"
"Missouri","L, 102-111","2010-11-30","GU","N","225","102","1.233","84","36","64","7","18","23","31","8","0","24","17","14","2","12","18","0"
"East Tennessee State","W, 102-95","2011-02-19","LIP","V","250","102","1.223","86","31","68","8","20","32","43","18","0","47","16","9","7","13","26","0"
"Boise State","W, 102-101","2011-01-06","SJST","V","300","102","1.058","98","31","72","9","24","31","45","9","0","40","14","10","2","12","30","0"
"VCU","W, 101-86","2010-11-12","UNCG","H","198","101","1.242","82","38","72","11","31","14","26","18","0","37","28","14","7","15","22","0"
"Texas","W, 101-65","2010-12-11","TXST","H","200","101","1.342","74","35","67","11","19","20","30","18","0","41","19","9","3","12","18","0"
"Missouri State","W, 101-61","2010-12-04","UCA","H","200","101","1.366","72","38","62","9","18","16","23","8","0","33","24","6","5","9","22","0"
"Duquesne","W, 101-69","2010-11-27","UMBC","H","200","101","1.339","77","30","54","11","22","30","43","11","0","35","22","9","5","12","15","0"
"Mississippi","W, 101-69","2010-12-13","MVSU","H","200","101","1.237","80","35","64","7","22","24","33","11","0","36","21","5","5","13","21","0"
"Central Connecticut","W, 101-87","2010-11-15","ARMY","V","200","101","1.387","74","33","64","13","28","22","27","13","0","35","16","8","2","9","22","0"
"Charleston Southern","W, 101-90","2011-02-03","VMI","H","200","101","1.412","71","39","63","11","21","12","18","11","0","31","16","8","5","11","14","0"
"Austin Peay","L, 101-104","2010-11-18","LIP","V","224","101","1.085","93","36","69","4","19","25","38","7","0","28","15","9","4","13","28","0"
"San Jose State","L, 101-102","2011-01-06","BOIS","H","300","101","1.004","98","32","85","10","32","27","35","18","0","50","18","3","1","17","31","0"
"Southern Mississippi","W, 100-71","2010-12-01","ALC","H","200","100","1.243","82","32","70","5","17","31","43","20","0","50","14","2","6","10","29","0"
"Mississippi","W, 100-62","2010-12-30","ALC","H","200","100","1.300","78","35","63","11","25","19","23","12","0","45","20","9","11","15","14","0"
"Syracuse","W, 100-43","2010-12-11","COLG","H","200","100","1.441","72","37","66","11","25","15","24","17","0","45","20","15","14","9","20","0"
"Kansas State","W, 100-76","2010-12-31","UNF","H","200","100","1.363","72","35","61","10","17","20","26","17","0","38","26","5","4","17","17","0"
"South Dakota","W, 100-76","2010-01-09","SIUE","H","200","100","1.247","81","34","57","10","20","22","32","6","0","39","25","4","2","14","12","0"
"Brown","W, 100-76","2011-02-26","DART","H","200","100","1.349","74","29","56","13","27","29","34","7","0","38","21","5","8","9","15","0"
"Xavier","W, 100-62","2011-02-22","LAS","H","200","100","1.362","72","35","56","9","17","21","24","7","0","34","30","9","3","13","17","0"
"Ohio State","W, 100-40","2010-12-27","UTM","H","200","100","1.386","72","41","70","6","22","12","13","13","0","44","25","12","3","9","8","0"
"Liberty","W, 100-82","2011-01-20","VMI","H","200","100","1.301","78","36","64","9","11","19","25","10","0","35","26","7","3","11","20","0"
"UNC Asheville","W, 100-87","2011-01-29","VMI","V","200","100","1.328","78","38","63","3","9","21","28","10","0","37","19","9","5","9","18","0"
"Indiana","W, 100-66","2010-11-26","NWSU","H","200","100","1.277","78","36","64","8","19","20","28","14","0","44","23","11","4","15","25","0"
"IUPUI","W, 100-88","2011-02-05","OAK","N","200","100","1.161","86","35","62","1","7","29","34","6","0","39","10","9","1","14","15","0"
"Iona","W, 100-96","2011-01-14","RID","V","225","100","1.178","84","37","72","8","21","18","25","11","0","34","18","6","0","12","21","0"
"UAB","W, 100-97","2011-01-08","UTEP","H","275","100","1.062","94","34","68","12","33","20","32","8","0","36","20","7","1","19","22","0"
"Coastal Carolina","W, 99-86","2011-02-05","VMI","H","200","99","1.224","80","33","65","4","10","29","46","18","0","53","23","5","4","12","17","0"
"Virginia Tech","W, 99-34","2011-01-02","MSM","H","200","99","1.362","74","36","52","6","15","21","33","8","0","38","21","15","9","13","20","0"
"South Dakota","W, 99-84","2011-02-24","NJIT","H","200","99","1.171","84","30","62","6","19","33","39","8","0","41","18","5","5","12","20","0"
"Texas Christian","W, 99-72","2010-12-28","CHIS","H","200","99","1.231","80","35","61","12","22","17","24","7","0","36","25","11","2","15","24","0"
"James Madison","W, 99-68","2011-01-05","TOW","H","200","99","1.445","69","35","53","12","21","17","20","9","0","35","26","4","5","15","19","0"
"Lamar","W, 99-75","2011-01-08","UCA","V","200","99","1.214","81","39","75","9","22","12","18","19","0","48","22","3","4","17","20","0"
"Kansas","W, 99-52","2011-01-05","UMKC","H","200","99","1.194","83","34","61","11","26","20","23","4","0","34","26","18","1","15","24","0"
"Oakland","W, 99-62","2010-12-04","UMKC","H","200","99","1.268","77","34","59","5","16","26","38","12","0","45","15","6","6","13","20","0"
"Maryland","W, 99-56","2010-12-08","UNCG","H","200","99","1.199","80","35","67","6","14","23","37","17","0","48","24","6","7","15","10","0"
"Elon","W, 99-90","2011-02-19","UNCG","H","200","99","1.257","80","30","56","16","34","23","29","4","0","28","17","7","1","13","24","0"
"Wisconsin","W, 99-55","2010-11-14","PVAM","H","200","99","1.468","66","34","68","13","31","18","22","23","0","45","22","9","5","12","11","0"
"Santa Clara","W, 99-79","2010-12-22","CSN","V","200","99","1.326","74","32","57","9","19","26","33","14","0","38","14","6","3","16","19","0"
"Cincinnati","W, 99-54","2010-12-14","GASO","H","200","99","1.316","73","35","63","6","12","23","30","11","0","41","26","8","7","9","16","0"
"Lipscomb","W, 99-73","2010-12-18","KENN","H","200","99","1.319","72","37","76","11","27","14","17","16","0","42","18","5","1","7","21","0"
"Georgetown","W, 99-75","2010-12-18","LMD","H","200","99","1.307","76","34","53","10","22","21","31","5","0","25","23","10","4","13","22","0"
"Western Michigan","L, 99-102","2010-12-21","TROY","N","225","99","1.167","86","36","70","13","25","14","27","14","0","44","24","6","8","16","23","0"
"Belmont","W, 98-63","2010-12-18","TROY","V","200","98","1.210","81","36","66","12","26","14","19","11","0","36","19","14","3","17","22","0"
"Lipscomb","W, 98-94","2010-12-11","TTU","V","200","98","1.226","80","35","52","10","19","18","23","7","0","22","13","6","1","24","16","0"
"Marshall","W, 98-70","2010-12-19","VMI","H","200","98","1.205","80","37","63","9","17","15","28","14","0","49","23","5","7","19","15","0"
"Kansas","W, 98-41","2010-11-26","OHIO","N","200","98","1.320","74","35","62","9","23","19","30","14","0","42","20","5","5","12","17","0"
"Duke","W, 98-71","2010-11-27","ORE","N","200","98","1.129","87","33","62","13","27","19","27","7","0","40","14","6","5","19","23","0"
"Lamar","L, 98-102","2010-11-20","POST","N","200","98","1.103","90","36","77","6","23","20","27","14","0","37","18","6","4","13","33","0"
"Saint Mary`s","W, 98-75","2011-01-06","LMU","V","200","98","1.429","70","36","59","11","20","15","16","7","0","28","22","5","5","9","10","0"
"Georgia","W, 98-76","2011-01-15","MISS","V","200","98","1.467","68","33","52","6","12","26","27","5","0","25","26","5","7","7","19","0"
"Duke","W, 98-72","2010-12-20","ELON","H","200","98","1.269","77","31","63","11","23","25","30","14","0","40","21","10","1","14","20","0"
"Washington","W, 98-72","2010-11-16","EWU","H","200","98","1.239","80","37","76","13","33","11","17","15","0","33","28","14","5","10","20","0"
"Notre Dame","W, 98-61","2010-11-12","GASO","H","200","98","1.310","74","33","68","8","26","24","27","16","0","44","21","8","2","10","25","0"
"Ohio State","W, 98-66","2011-03-20","GMU","N","200","98","1.473","67","36","59","16","26","10","18","10","0","31","23","8","1","9","11","0"
"Seattle","W, 98-67","2010-02-13","SAC","H","200","98","1.300","76","36","59","6","12","20","24","10","0","38","14","8","2","15","20","0"
"Northwestern","W, 98-55","2011-01-20","SIUE","H","200","98","1.409","68","36","62","11","23","15","18","12","0","33","25","11","6","11","12","0"
"Western Kentucky","W, 98-70","2010-11-12","STJS","V","200","98","1.254","80","39","64","11","21","9","13","9","0","39","26","7","3","17","23","0"
"Lafayette","W, 98-92","2011-01-02","FDU","V","250","98","1.093","90","30","68","13","35","25","33","7","0","48","21","6","2","13","30","0"
"Connecticut","W, 97-71","2011-03-08","DEP","N","200","97","1.209","82","33","55","2","8","29","32","10","0","44","18","8","9","20","15","0"
"Long Island","W, 97-89","2011-01-27","FDU","V","200","97","1.219","80","30","63","7","17","30","37","15","0","38","13","7","3","14","20","0"
"Virginia Military Institute","W, 97-76","2011-01-02","GWB","V","200","97","1.276","74","37","63","10","25","13","19","8","0","29","18","6","4","12","20","0"
"Wofford","W, 97-58","2011-02-23","CHAT","V","200","97","1.470","66","35","60","12","23","15","21","13","0","37","21","6","3","9","16","0"
"McNeese State","W, 97-92","2011-01-15","TXST","H","200","97","1.219","78","30","63","6","15","31","37","12","0","39","11","2","2","11","25","0"
"Pittsburgh","W, 97-54","2010-11-10","UIC","H","200","97","1.416","68","37","64","11","21","12","20","16","0","42","27","5","7","11","13","0"
"Notre Dame","W, 97-72","2010-11-22","UME","H","200","97","1.430","68","30","52","12","18","25","27","7","0","32","26","2","5","10","15","0"
"Pittsburgh","W, 97-64","2010-12-18","UMES","H","200","97","1.343","70","41","74","9","20","6","11","15","0","47","33","2","3","8","15","0"
"Florida State","W, 97-73","2010-11-14","UNCG","V","200","97","1.143","88","35","68","7","18","20","25","15","0","36","12","20","11","20","22","0"
"Louisville","W, 97-70","2010-12-04","USA","H","200","97","1.224","78","36","70","6","22","19","30","13","0","43","20","9","5","8","22","0"
"Duke","W, 97-60","2010-11-14","PRIN","H","200","97","1.248","78","36","65","14","26","11","12","7","0","27","26","10","5","14","17","0"
"Marquette","W, 97-58","2010-11-12","PVAM","H","200","97","1.234","80","36","60","3","10","22","35","15","0","46","25","12","11","17","18","0"
"Oakland","W, 97-88","2011-01-20","SDST","V","200","97","1.327","73","37","67","12","26","11","17","15","0","43","18","3","3","13","15","0"
"Florida State","W, 97-63","2010-12-15","STET","H","200","97","1.151","82","28","56","9","23","32","49","8","0","39","18","9","7","13","24","0"
"Syracuse","W, 97-55","2010-12-20","MORG","H","200","97","1.298","74","39","73","12","25","7","10","12","0","38","34","12","11","9","15","0"
"Campbell","W, 97-90","2010-11-19","MTSU","N","200","97","1.327","74","32","50","8","13","25","36","7","0","25","23","6","3","13","22","0"
"Missouri","W, 97-61","2010-12-27","NIU","H","200","97","1.192","82","37","65","6","21","17","26","9","0","38","26","13","6","13","20","0"
"Northwestern","W, 97-78","2010-11-12","NIU","V","200","97","1.335","74","35","70","15","33","12","14","15","0","34","17","6","2","11","17","0"
"Texas-San Antonio","W, 97-96","2011-03-09","NWSU","N","200","97","1.286","74","34","58","10","15","19","24","9","0","28","16","9","1","15","24","0"
"South Dakota","W, 97-84","2010-03-06","HBU","H","200","97","1.149","84","33","64","16","27","15","24","7","0","28","22","6","3","16","14","0"
"Marshall","W, 97-87","2011-03-09","HOU","N","200","97","1.297","75","28","57","9","19","32","48","14","0","33","15","8","2","9","25","0"
"Virginia Military Institute","W, 97-91","2011-01-15","HPU","V","200","97","1.059","90","28","63","14","29","27","35","7","0","36","11","16","8","19","22","0"
"Colgate","W, 97-86","2011-02-02","LONG","H","200","97","1.255","78","33","50","11","16","20","28","4","0","26","23","6","5","18","22","0"
"San Francisco","W, 97-76","2010-11-12","SEA","H","201","97","1.241","78","32","67","8","20","25","34","18","0","49","20","10","0","13","27","0"
"Houston Christian","W, 97-94","2011-02-03","CHIS","H","225","97","1.085","88","32","58","9","19","24","45","8","0","34","20","8","4","18","29","0"
"Oregon","W, 97-92","2010-11-12","NDSU","H","225","97","1.116","88","35","79","8","19","19","23","19","0","45","20","6","10","16","23","0"
"UC Irvine","W, 97-86","2011-02-26","PAC","H","250","97","1.128","88","28","66","11","26","30","40","8","0","38","20","10","1","9","19","0"
"UTEP","L, 97-100","2011-01-08","UAB","V","275","97","1.028","94","36","79","8","22","17","26","13","0","41","23","8","4","16","26","0"
"Ohio State","W, 96-49","2010-12-21","UNCA","H","200","96","1.340","72","39","69","11","24","7","14","15","0","42","20","12","1","11","12","0"
"Missouri","W, 96-58","2010-11-20","UNF","H","200","96","1.093","88","36","70","6","17","18","27","13","0","39","20","18","8","18","22","0"
"Mississippi Valley State","W, 96-63","2011-01-22","PVAM","H","200","96","1.223","79","34","70","12","30","16","20","11","0","41","21","9","4","10","23","0"
"Murray State","W, 96-58","2011-01-22","SEMO","H","200","96","1.140","82","32","68","7","18","25","32","13","0","42","19","11","3","14","24","0"
"South Dakota State","W, 96-79","2011-01-29","SUU","H","200","96","1.354","70","32","57","13","23","19","23","9","0","24","19","12","4","12","17","0"
"Northwestern State","L, 96-97","2011-03-09","UTSA","N","200","96","1.311","74","31","63","14","27","20","30","15","0","32","17","4","6","11","17","0"
"San Diego State","W, 96-57","2011-01-29","WYO","H","200","96","1.350","72","35","65","17","33","9","15","12","0","44","20","6","11","11","19","0"
"Gonzaga","W, 96-49","2011-02-28","CSUB","H","200","96","1.289","74","33","66","11","29","19","20","11","0","43","20","5","7","10","12","0"
"Cornell","W, 96-76","2011-02-19","DART","H","200","96","1.381","70","33","58","16","29","14","20","10","0","28","20","9","2","12","22","0"
"Michigan State","W, 96-66","2010-11-12","EMU","H","200","96","1.067","90","31","59","6","13","28","42","9","0","48","18","9","10","20","19","0"
"Rider","W, 96-87","2011-02-06","FAIR","V","200","96","1.144","83","30","62","6","13","30","42","8","0","32","9","8","5","10","17","0"
"Long Island","W, 96-86","2010-12-30","NAVY","V","200","96","1.028","93","30","58","7","19","29","43","8","0","43","19","10","4","23","25","0"
"Detroit","W, 96-77","2010-11-28","NIAG","H","200","96","1.123","88","31","64","3","6","31","41","15","0","53","15","10","13","17","17","0"
"Texas Christian","W, 96-79","2010-12-21","NWSU","H","200","96","1.197","81","32","56","7","16","25","32","10","0","35","19","4","2","19","24","0"
"South Dakota State","L, 96-105","2011-02-19","OAK","V","200","96","1.199","80","36","79","10","28","14","17","12","0","36","16","4","1","5","20","0"
"Prairie View","W, 96-77","2011-03-03","ALC","H","200","96","1.150","84","37","80","7","18","15","22","22","0","47","23","14","5","15","22","0"
"NJIT","W, 96-84","2011-01-15","HBU","H","200","96","1.260","78","34","55","12","22","16","32","9","0","36","22","2","6","15","26","0"
"South Dakota","W, 96-87","2011-03-05","HBU","V","200","96","1.224","78","33","66","16","28","14","22","7","0","25","17","2","4","9","21","0"
"Temple","W, 96-76","2011-03-11","LAS","N","200","96","1.288","76","35","67","10","19","16","18","7","0","26","17","10","3","6","15","0"
"North Carolina","W, 96-91","2010-12-11","LBSU","H","200","96","1.224","80","36","64","11","23","13","22","7","0","34","22","6","0","11","13","0"
"Marquette","W, 96-65","2010-12-04","LONG","H","200","96","1.208","80","38","70","3","14","17","22","14","0","47","25","7","6","13","14","0"
"Rider","L, 96-100","2011-01-14","IONA","H","225","96","1.170","84","36","67","13","26","11","19","12","0","40","22","8","6","18","26","0"
"Oklahoma State","W, 96-87","2011-01-19","ISU","H","225","96","1.180","80","35","74","5","17","21","26","19","0","42","11","8","5","14","19","0"
"New Mexico State","W, 96-87","2011-01-27","BOIS","H","225","96","1.099","88","29","56","4","14","34","47","11","0","41","9","4","4","20","21","0"
"San Francisco","W, 96-91","2011-01-22","GONZ","H","225","96","1.212","80","31","68","7","22","27","32","14","0","39","9","2","4","10","21","0"
"UC Irvine","W, 96-87","2011-02-24","UCD","H","250","96","1.100","88","35","81","8","25","18","30","17","0","47","12","8","3","9","19","0"
"North Dakota","L, 96-107","2011-01-20","UVU","H","299","96","0.983","98","30","80","4","19","32","54","18","0","47","11","8","11","10","32","0"
"Texas A&M-Corpus Christi","W, 95-83","2011-03-02","UTA","H","200","95","1.198","81","31","54","13","26","20","28","6","0","33","18","10","3","18","22","0"
"Minnesota","W, 95-77","2010-11-18","WKU","N","200","95","1.177","80","35","56","8","15","17","31","9","0","37","19","4","10","19","17","0"
"Pittsburgh","W, 95-49","2010-11-13","UNF","H","200","95","1.349","70","36","80","9","23","14","24","31","0","56","26","8","6","10","10","0"
