Team,Res,Date,Opp,Loc,MIN,PTS,O-PPP,Pace,FGM,FGA,3FM,3FA,FTM,FTA,OREB,TmRb,REB,AST,STL,BLK,TO,F,Tm Pts
Air Force,"L, 66-76",2/11/2009,NM,H,200,66,1.072,62,22,42,8,18,14,18,4,0,23,15,4,1,15,26,0
Air Force,"L, 59-74",2/14/2009,UTAH,V,200,59,1.041,56,21,42,9,16,8,14,3,0,16,10,7,0,11,19,0
Air Force,"L, 50-62",2/18/2009,TCU,V,200,50,0.905,55,17,40,7,23,9,11,4,0,25,12,2,1,14,20,0
Air Force,"L, 66-71",2/21/2009,COST,H,200,66,1.127,60,21,38,10,17,14,18,2,0,19,14,7,3,14,14,0
Air Force,"L, 62-65",2/28/2009,WYO,H,200,62,0.945,64,22,55,8,25,10,16,3,0,18,15,8,6,6,16,0
Air Force,"L, 43-46",3/4/2009,UNLV,V,200,43,0.785,57,15,45,7,19,6,8,8,0,34,11,4,5,14,16,0
Air Force,"L, 49-54",3/7/2009,BYU,V,200,49,0.794,62,17,39,8,18,7,10,4,0,28,13,5,1,22,22,0
Air Force,"W, 71-67",3/11/2009,COST,N,200,71,1.224,60,26,43,5,16,14,19,3,0,19,12,6,4,9,19,0
Air Force,"L, 69-80",3/12/2009,BYU,N,200,69,1.008,66,22,55,7,18,18,22,6,0,23,11,1,1,9,25,0
Akron,"W, 56-46",11/15/2008,CANI,H,200,56,0.827,68,21,60,8,29,6,12,8,0,22,12,14,2,10,15,0
Akron,"W, 72-58",11/18/2008,WINT,H,200,72,1.091,64,24,58,7,22,17,21,9,0,29,13,7,2,7,15,0
Akron,"L, 67-86",11/21/2008,PITT,V,200,67,1.053,64,25,50,6,18,11,14,5,0,21,11,2,4,12,30,0
Akron,"L, 57-69",11/29/2008,EKU,N,200,57,0.865,66,23,50,8,22,3,4,4,0,17,15,7,2,18,17,0
Akron,"W, 85-41",11/30/2008,FDU,V,200,85,1.194,70,32,68,10,22,11,13,12,0,37,20,7,5,9,26,0
Akron,"W, 63-59",12/3/2008,NIAG,V,200,63,0.974,65,24,58,6,24,9,12,14,0,34,10,9,4,15,16,0
Akron,"L, 50-54",12/6/2008,UD,H,200,50,0.74,66,14,56,6,21,16,18,13,0,31,5,7,0,16,18,0
Akron,"W, 78-61",12/13/2008,NCAT,H,200,78,1.085,70,25,61,13,36,15,25,14,0,26,16,10,3,13,17,0
Akron,"L, 69-73",12/17/2008,VCU,V,200,69,1.02,66,25,56,9,24,10,14,8,0,23,11,2,3,13,24,0
Akron,"W, 77-70",12/28/2008,SFNY,H,200,77,1.114,69,22,51,7,27,26,34,9,0,28,12,8,2,11,14,0
Akron,"W, 75-53",12/31/2008,UNCG,V,200,75,1.026,70,26,63,11,24,12,15,11,0,31,15,12,2,14,19,0
Akron,"L, 50-79",1/3/2009,URI,V,200,50,0.747,68,21,60,6,25,2,4,11,0,28,9,7,2,16,20,0
Akron,"L, 51-64",1/10/2009,MIO,V,225,51,0.721,70,18,57,6,22,9,12,9,0,28,8,7,2,17,20,0
Akron,"L, 61-63",1/13/2009,BUFF,H,200,61,0.971,64,19,45,5,11,18,27,9,0,18,9,4,2,14,19,0
Akron,"W, 62-52",1/17/2009,BGSU,V,200,62,0.976,64,21,53,5,21,15,20,8,0,35,10,8,4,9,22,0
Akron,"L, 65-70",1/20/2009,OHIO,V,225,65,0.848,76,25,60,6,25,9,14,11,0,29,12,10,2,21,28,0
Akron,"W, 68-54",1/24/2009,KENT,H,200,68,0.98,70,23,52,5,23,17,24,9,0,31,12,7,2,15,19,0
Akron,"W, 67-53",1/26/2009,YSU,V,200,67,1.025,66,20,57,6,19,21,26,13,0,41,11,7,3,9,23,0
Akron,"W, 70-61",1/28/2009,TOL,V,200,70,1.059,67,25,52,8,22,12,15,11,0,31,14,5,4,18,18,0
Akron,"W, 64-43",1/31/2009,CMU,H,200,64,1.043,62,22,43,3,8,17,26,7,0,28,9,7,4,13,26,0
Akron,"W, 78-41",2/3/2009,EMU,V,200,78,1.114,68,27,59,10,25,14,19,8,0,31,18,11,2,10,16,0
Akron,"W, 87-63",2/8/2009,WMU,H,200,87,1.162,74,33,59,7,14,14,25,6,0,28,20,11,3,10,22,0
Akron,"W, 63-55",2/11/2009,BSU,H,200,63,0.995,62,18,48,6,21,21,28,11,0,33,9,5,3,13,14,0
Akron,"L, 79-83",2/15/2009,NIU,V,200,79,0.98,79,29,69,7,22,14,16,11,0,30,13,8,2,15,30,0
Akron,"W, 53-44",2/18/2009,MIO,H,200,53,0.849,64,18,45,3,17,14,22,5,0,25,8,9,2,12,19,0
Akron,"L, 66-74",2/21/2009,VALP,V,200,66,0.918,71,21,43,6,18,18,25,1,0,19,14,9,2,18,27,0
Akron,"W, 62-57",2/26/2009,BUFF,V,200,62,0.891,69,23,44,4,11,12,18,4,0,22,9,9,1,21,20,0
Akron,"L, 46-50",3/1/2009,BGSU,H,200,46,0.805,54,15,50,5,21,11,13,10,0,29,9,3,1,11,14,0
Akron,"W, 60-51",3/5/2009,OHIO,H,200,60,0.896,68,19,51,6,24,16,21,12,0,28,13,10,0,18,18,0
Akron,"L, 63-67",3/8/2009,KENT,V,200,63,0.978,64,19,50,8,24,17,22,9,0,30,14,6,2,13,24,0
Akron,"W, 93-92",3/10/2009,TOL,H,225,93,1.022,90,28,75,12,37,25,40,22,0,42,19,13,0,19,34,0
Akron,"W, 73-63",3/12/2009,MIO,V,200,73,1.188,62,23,60,12,24,15,22,17,0,36,14,9,0,8,20,0
Akron,"W, 63-55",3/13/2009,BGSU,V,200,63,1.069,61,19,44,7,18,18,23,10,0,39,7,3,3,14,14,0
Akron,"W, 65-53",3/14/2009,BUFF,V,200,65,1.087,60,21,38,8,14,15,27,2,0,23,11,7,2,11,23,0
Akron,"L, 64-77",3/19/2009,GONZ,N,200,64,0.991,63,21,57,10,23,12,18,9,0,22,15,0,1,8,23,0
Alabama,"L, 69-72",11/16/2008,MERC,H,200,69,0.972,72,24,66,7,28,14,21,11,0,32,9,9,7,6,23,0
Alabama,"W, 89-48",11/19/2008,FAMU,H,200,89,1.098,80,32,64,9,16,16,17,7,0,44,14,12,6,16,12,0
Alabama,"L, 69-92",11/24/2008,ORE,N,200,69,0.914,76,20,54,3,12,26,41,12,0,34,5,5,1,14,25,0
Alabama,"W, 58-48",11/26/2008,STJS,N,200,58,0.961,58,25,53,2,13,6,7,12,0,32,9,6,3,16,16,0
Alabama,"W, 64-56",12/2/2008,ALAM,H,200,64,0.912,70,19,56,3,14,23,32,18,0,46,6,5,8,17,9,0
Alabama,"W, 61-44",12/7/2008,ULL,H,200,61,0.932,64,21,54,2,7,17,22,14,0,45,8,5,3,15,21,0
Alabama,"L, 78-86",12/13/2008,TAMU,H,225,78,1.066,74,26,64,5,19,21,32,13,0,35,11,4,9,7,20,0
Alabama,"W, 75-66",12/17/2008,TSU,H,200,75,1.026,74,31,65,6,23,7,17,16,0,41,14,4,7,16,20,0
Alabama,"W, 82-63",12/22/2008,CHAT,H,200,82,1.21,70,35,69,7,19,5,10,13,0,36,16,7,4,7,15,0
Alabama,"W, 66-63",12/28/2008,YALE,H,200,66,0.904,74,23,55,3,12,17,21,11,0,41,11,9,8,19,16,0
Alabama,"W, 88-77",1/3/2009,GT,H,200,88,1.163,77,30,57,9,18,19,33,13,0,37,17,8,3,16,21,0
Alabama,"L, 59-66",1/6/2009,CLEM,V,200,59,0.846,69,23,62,4,19,9,12,17,0,40,10,9,4,19,19,0
Alabama,"W, 65-59",1/11/2009,LSU,H,200,65,0.961,66,20,53,2,10,23,35,12,0,32,7,4,6,10,14,0
Alabama,"L, 74-83",1/14/2009,MSST,V,200,74,0.991,72,31,67,3,9,9,12,11,0,27,8,7,1,13,18,0
Alabama,"L, 71-85",1/17/2009,AUB,V,200,71,0.943,74,23,49,2,11,23,28,7,0,28,6,6,4,20,15,0
Alabama,"W, 76-73",1/21/2009,MISS,H,200,76,1.189,64,28,51,5,13,15,23,10,0,30,15,7,7,12,13,0
Alabama,"L, 51-61",1/24/2009,UK,H,200,51,0.654,77,17,58,4,12,13,21,9,0,30,8,8,7,19,18,0
Alabama,"L, 80-89",1/29/2009,ARK,V,200,80,1.042,76,34,70,4,18,8,10,9,0,30,16,6,4,11,23,0
Alabama,"W, 75-70",1/31/2009,UGA,H,200,75,1.015,74,27,58,6,13,15,23,11,0,32,14,13,5,16,12,0
Alabama,"L, 74-79",2/5/2009,VAND,V,200,74,1.05,70,24,58,8,15,18,22,10,0,36,12,8,5,12,22,0
Alabama,"L, 62-76",2/8/2009,LSU,V,200,62,0.786,76,21,61,2,9,18,25,9,0,32,10,7,3,15,16,0
Alabama,"L, 73-75",2/14/2009,SC,H,200,73,0.972,76,28,61,5,11,12,15,14,0,40,13,7,3,21,21,0
Alabama,"L, 74-83",2/18/2009,FLA,V,200,74,1.065,72,30,62,4,14,10,20,15,0,41,13,5,7,13,17,0
Alabama,"W, 87-85",2/21/2009,MSST,H,250,87,1.005,88,26,66,4,11,31,39,16,0,52,13,11,6,18,19,0
Alabama,"W, 88-67",2/25/2009,ARK,H,200,88,1.199,72,32,54,9,14,15,24,11,0,36,16,8,3,19,12,0
Alabama,"W, 90-69",2/28/2009,MISS,V,200,90,1.262,70,29,62,10,21,22,28,13,0,37,18,7,1,9,18,0
Alabama,"L, 73-77",3/3/2009,AUB,H,200,73,0.989,74,26,60,6,19,15,29,11,0,35,13,5,6,11,14,0
Alabama,"W, 70-67",3/8/2009,TENN,V,200,70,0.921,74,24,55,6,15,16,19,8,0,33,8,7,4,20,18,0
Alabama,"W, 82-75",3/12/2009,VAND,N,200,82,1.047,76,28,59,1,5,25,28,9,0,36,11,5,4,15,14,0
Alabama,"L, 62-86",3/13/2009,TENN,N,200,62,0.832,74,22,60,4,19,14,18,12,0,30,4,6,1,18,19,0
Alabama A&M,"L, 56-64",12/2/2008,ALA,V,200,56,0.803,70,20,68,5,20,11,12,16,0,35,14,9,6,12,25,0
Alabama A&M,"L, 55-78",12/10/2008,VAND,V,200,55,0.801,68,20,62,5,20,10,12,13,0,27,6,7,0,14,21,0
Alabama A&M,"W, 69-67",12/14/2008,TSU,H,200,69,0.871,78,27,79,5,24,10,13,17,0,40,14,11,2,11,18,0
Alabama A&M,"L, 60-83",12/21/2008,WKU,V,200,60,0.901,67,23,55,4,16,10,16,9,0,27,11,5,2,13,19,0
Alabama A&M,"L, 40-82",12/29/2008,AUB,V,200,40,0.588,70,11,50,6,19,12,17,7,0,20,6,7,5,17,16,0
Alabama A&M,"W, 66-64",1/3/2009,GRAM,H,200,66,0.855,78,20,64,5,21,21,32,15,0,37,13,15,6,13,17,0
Alabama A&M,"L, 53-62",1/5/2009,JSU,H,200,53,0.689,77,19,59,1,14,14,21,15,0,38,7,6,10,23,26,0
Alabama A&M,"L, 62-68",1/10/2009,MVSU,V,200,62,0.906,68,22,53,4,17,14,24,8,0,27,5,8,6,12,25,0
Alabama A&M,"L, 56-70",1/12/2009,UAPB,V,200,56,0.733,76,18,51,2,12,18,24,7,0,26,6,10,3,21,18,0
Alabama A&M,"L, 57-69",1/17/2009,ALST,H,200,57,0.799,69,17,60,3,17,20,26,17,0,31,9,10,4,16,17,0
Alabama A&M,"W, 91-76",1/24/2009,ALC,H,200,91,1.184,76,33,60,8,21,17,25,11,0,38,25,6,4,16,23,0
Alabama A&M,"W, 60-57",1/26/2009,SOU,H,200,60,0.929,66,24,55,4,15,8,16,9,0,29,15,15,6,11,15,0
Alabama A&M,"L, 67-71",1/31/2009,TXSO,V,200,67,0.897,76,20,51,7,20,20,31,11,0,33,13,4,0,20,22,0
Alabama A&M,"W, 77-73",2/2/2009,PVAM,V,225,77,0.911,86,32,59,3,14,10,20,9,0,39,15,6,5,25,23,0
Alabama A&M,"W, 78-65",2/7/2009,MVSU,H,200,78,0.924,84,22,43,4,15,30,45,8,0,35,16,9,8,28,26,0
Alabama A&M,"L, 60-73",2/9/2009,UAPB,H,200,60,0.755,82,22,59,4,15,12,22,10,0,30,13,12,3,20,27,0
Alabama A&M,"L, 43-87",2/14/2009,ALST,V,200,43,0.667,66,15,48,1,13,12,20,7,0,25,5,5,2,14,18,0
Alabama A&M,"L, 79-89",2/21/2009,ALC,V,200,79,0.906,86,26,67,6,23,21,32,13,0,44,11,9,2,18,25,0
Alabama A&M,"L, 72-81",2/23/2009,SOU,V,200,72,0.965,73,27,57,8,16,10,16,4,0,22,10,2,0,14,17,0
Alabama A&M,"L, 71-77",2/28/2009,TXSO,H,200,71,1.023,70,21,43,1,9,28,43,9,0,29,9,6,4,15,22,0
Alabama A&M,"L, 80-82",3/2/2009,PVAM,H,200,80,1.111,72,28,57,8,16,16,21,14,0,31,10,2,2,19,18,0
Alabama A&M,"W, 63-45",3/5/2009,GRAM,V,200,63,1.15,56,26,48,7,17,4,8,5,0,26,10,7,1,8,11,0
Alabama A&M,"L, 63-77",3/7/2009,JSU,V,200,63,0.799,78,23,67,4,20,13,25,11,0,28,8,13,1,11,11,0
Alabama A&M,"L, 58-70",3/11/2009,ALST,H,200,58,0.818,72,19,60,3,9,17,23,9,0,30,5,9,1,9,28,0
Alabama State,"L, 61-74",11/18/2008,SOMS,V,200,61,0.821,74,18,54,7,22,18,28,8,0,24,7,8,1,15,18,0
Alabama State,"L, 71-77",11/21/2008,ILST,V,200,71,0.972,74,27,56,4,19,13,17,4,0,32,12,6,3,13,19,0
Alabama State,"L, 51-56",11/22/2008,SMU,V,200,51,0.717,72,19,55,3,17,10,15,9,0,32,11,8,1,18,21,0
Alabama State,"L, 51-80",12/3/2008,NEB,V,200,51,0.822,63,18,50,5,20,10,17,7,0,27,8,5,1,11,9,0
Alabama State,"L, 67-76",12/6/2008,MSST,V,200,67,0.988,67,27,62,7,23,6,8,11,0,24,9,5,2,13,23,0
Alabama State,"L, 81-85",12/15/2008,MISS,V,200,81,1.223,65,33,58,9,20,6,11,7,0,21,24,2,1,10,19,0
Alabama State,"L, 72-77",12/22/2008,AUB,V,200,72,1.015,71,23,53,11,25,15,23,13,0,36,14,8,0,20,21,0
Alabama State,"W, 66-60",1/3/2009,JSU,H,200,66,1.091,62,25,50,4,17,12,20,11,0,34,15,6,1,12,14,0
Alabama State,"W, 60-46",1/5/2009,GRAM,H,200,60,0.938,62,24,54,2,17,10,21,14,0,41,17,7,3,14,9,0
Alabama State,"W, 71-66",1/10/2009,UAPB,V,200,71,1.025,70,24,51,5,13,18,28,12,0,41,12,6,9,17,20,0
Alabama State,"W, 65-64",1/12/2009,MVSU,V,200,65,1.129,59,24,58,8,25,9,18,16,0,28,10,4,7,7,17,0
Alabama State,"W, 69-57",1/17/2009,ALAM,V,200,69,1.037,69,26,47,5,12,12,18,7,0,29,13,8,4,18,21,0
Alabama State,"W, 64-60",1/24/2009,SOU,H,200,64,1.108,57,24,50,6,20,10,10,9,0,27,15,7,0,12,15,0
Alabama State,"L, 74-79",1/26/2009,ALC,H,200,74,1.058,69,28,65,5,19,13,21,14,0,37,25,7,1,9,18,0
Alabama State,"W, 65-53",1/31/2009,PVAM,V,200,65,1.007,66,23,50,5,15,14,18,3,0,27,14,7,2,9,8,0
Alabama State,"W, 72-56",2/2/2009,TXSO,V,200,72,1.056,68,28,54,6,12,10,13,6,0,31,22,7,4,14,17,0
Alabama State,"W, 65-59",2/7/2009,UAPB,H,200,65,0.972,70,23,50,2,10,17,25,10,0,42,12,2,14,15,23,0
Alabama State,"W, 80-67",2/9/2009,MVSU,H,200,80,1.103,72,29,50,10,20,12,20,6,0,34,16,3,5,19,21,0
Alabama State,"W, 87-43",2/14/2009,ALAM,H,200,87,1.295,66,36,67,9,22,6,13,14,0,44,22,10,3,8,15,0
Alabama State,"W, 89-52",2/21/2009,SOU,V,200,89,1.171,74,33,64,12,21,11,21,9,0,39,14,8,1,11,18,0
Alabama State,"W, 76-71",2/23/2009,ALC,V,200,76,1.116,68,30,65,6,20,10,15,12,0,34,11,7,2,8,16,0
Alabama State,"W, 64-49",2/28/2009,PVAM,H,200,64,0.946,68,25,49,4,15,10,14,3,0,30,14,7,5,15,12,0
Alabama State,"W, 90-73",3/2/2009,TXSO,H,200,90,1.231,74,29,58,4,12,28,36,10,0,40,15,3,5,8,21,0
Alabama State,"L, 64-67",3/5/2009,JSU,V,200,64,0.988,65,27,65,7,22,3,8,13,0,34,10,4,2,9,24,0
Alabama State,"W, 65-58",3/7/2009,GRAM,V,200,65,1.112,59,24,48,4,12,13,22,8,0,27,13,1,2,8,12,0
Alabama State,"W, 70-58",3/11/2009,ALAM,V,200,70,0.958,72,22,45,2,11,24,38,7,0,39,17,3,5,17,18,0
Alabama State,"W, 63-55",3/13/2009,UAPB,V,200,63,0.883,72,21,62,3,15,18,26,16,0,41,10,2,11,13,17,0
Alabama State,"W, 65-58",3/14/2009,JSU,V,200,65,0.968,67,21,47,5,14,18,34,7,0,30,10,8,5,11,22,0
Alabama State,"L, 43-58",3/17/2009,MORE,N,200,43,0.64,68,18,58,2,15,5,11,9,0,26,4,7,6,13,18,0
Albany,"L, 60-78",11/14/2008,NOVA,V,200,60,0.863,69,22,51,7,20,9,18,10,0,26,12,8,3,20,20,0
Albany,"L, 64-75",11/17/2008,DEP,V,200,64,0.907,70,24,59,5,14,11,16,16,0,43,12,1,2,20,25,0
Albany,"W, 76-67",11/19/2008,BRY,V,200,76,1.346,55,27,58,6,16,16,22,13,0,35,14,9,15,1,20,0
Albany,"W, 68-67",11/22/2008,CCSU,H,200,68,0.989,69,28,59,4,12,8,10,9,0,26,12,7,3,14,17,0
Albany,"W, 66-49",11/25/2008,COLU,V,200,66,0.914,70,19,48,0,11,28,32,8,0,35,6,4,0,17,20,0
Albany,"W, 73-63",11/29/2008,PENN,H,200,73,1.065,70,28,56,4,14,13,18,8,0,36,12,4,2,12,18,0
Albany,"W, 57-47",12/1/2008,BRY,H,200,57,1.039,54,18,56,5,20,16,25,15,0,44,12,5,12,2,18,0
Albany,"L, 64-71",12/6/2008,SIE,V,200,64,0.9,70,26,69,3,15,9,15,20,0,46,12,5,3,15,23,0
Albany,"L, 64-65",12/8/2008,LEH,V,200,64,1.039,62,23,61,7,21,11,16,16,0,39,14,3,0,9,18,0
Albany,"W, 74-46",12/13/2008,CANI,H,200,74,1.007,74,26,66,5,16,17,20,16,0,48,14,10,7,14,20,0
Albany,"W, 60-59",12/20/2008,SHU,V,200,60,0.844,70,22,62,5,14,11,17,17,0,33,13,12,5,18,18,0
Albany,"W, 68-56",12/22/2008,SFNY,V,200,68,0.981,69,22,47,2,5,22,28,9,0,31,10,6,3,18,21,0
Albany,"L, 43-79",12/30/2008,KU,V,200,43,0.608,68,18,60,0,15,7,10,11,0,27,11,8,0,17,18,0
Albany,"L, 54-64",1/3/2009,HART,V,200,54,0.835,66,21,54,3,16,9,14,15,0,38,10,6,4,19,20,0
Albany,"W, 62-61",1/8/2009,BU,H,200,62,0.999,61,22,57,4,18,14,17,17,0,41,14,5,4,14,20,0
Albany,"W, 82-77",1/11/2009,UVM,V,200,82,1.061,78,26,54,8,11,22,28,10,0,34,12,3,2,20,22,0
Albany,"W, 72-66",1/14/2009,BING,H,200,72,1.095,69,23,51,3,9,23,29,10,0,39,8,5,3,11,21,0
Albany,"L, 61-72",1/17/2009,UME,V,200,61,0.817,73,24,62,5,19,8,12,10,0,28,11,5,1,17,26,0
Albany,"L, 45-58",1/23/2009,SBRK,H,200,45,0.836,54,17,45,5,18,6,8,9,0,29,11,0,1,14,14,0
Albany,"W, 80-71",1/25/2009,UMBC,H,200,80,1.175,70,29,54,10,18,12,17,7,0,35,13,6,1,13,19,0
Albany,"W, 59-50",1/28/2009,HART,H,200,59,0.906,66,21,50,5,17,12,15,9,0,40,9,1,3,17,14,0
Albany,"L, 67-77",2/5/2009,BU,V,200,67,0.975,69,28,67,5,21,6,12,17,0,44,13,5,1,13,24,0
Albany,"L, 70-79",2/7/2009,UVM,H,200,70,0.952,74,26,59,7,13,11,18,9,0,33,14,5,1,15,22,0
Albany,"L, 75-88",2/9/2009,BING,V,200,75,1.007,74,26,53,5,13,18,22,8,0,31,13,8,1,19,22,0
Albany,"L, 47-58",2/12/2009,SBRK,V,200,47,0.71,66,19,46,1,14,8,11,5,0,32,10,3,1,20,24,0
Albany,"L, 59-78",2/15/2009,UNH,H,200,59,0.898,64,19,48,1,11,20,33,8,0,26,7,6,0,10,23,0
Albany,"W, 80-69",2/22/2009,UME,H,200,80,1.236,64,26,57,4,13,24,31,13,0,29,20,6,2,6,14,0
Albany,"L, 56-64",2/26/2009,UNH,V,200,56,0.914,59,16,48,3,10,21,28,10,0,24,11,3,0,10,19,0
Albany,"L, 64-68",3/1/2009,UMBC,V,200,64,1.04,60,24,55,3,10,13,18,16,0,38,12,2,3,14,17,0
Albany,"W, 56-52",3/7/2009,UVM,V,225,56,0.869,67,20,45,1,9,15,22,10,0,42,12,8,1,19,28,0
Albany,"L, 58-64",3/8/2009,UMBC,H,200,58,0.954,62,25,56,4,9,4,8,11,0,36,13,1,3,12,21,0
Alcorn State,"L, 79-87",11/14/2008,USA,V,200,79,0.992,78,29,70,12,26,9,16,8,0,26,18,12,4,10,22,0
Alcorn State,"L, 57-110",11/18/2008,HOU,V,200,57,0.686,83,23,67,6,20,5,15,8,0,30,15,5,4,17,24,0
Alcorn State,"L, 45-77",11/20/2008,LSU,V,200,45,0.6,74,13,63,6,21,13,21,11,0,30,4,8,2,13,13,0
Alcorn State,"L, 79-92",11/21/2008,TROY,V,200,79,0.973,80,30,73,9,23,10,13,9,0,29,16,9,0,11,13,0
Alcorn State,"L, 65-77",11/28/2008,NWSU,N,200,65,0.725,87,21,66,3,17,20,33,10,0,33,8,13,6,18,15,0
Alcorn State,"L, 60-118",12/13/2008,MSU,V,200,60,0.721,84,22,64,7,23,9,13,4,0,18,4,1,0,17,28,0
Alcorn State,"L, 66-74",12/15/2008,CMU,V,200,66,0.92,72,21,58,2,11,22,29,14,0,31,5,7,3,14,24,0
Alcorn State,"L, 67-90",12/28/2008,DEP,V,200,67,0.835,80,25,65,8,23,9,11,8,0,30,13,8,2,18,19,0
Alcorn State,"L, 53-88",12/30/2008,LOYO,V,200,53,0.723,73,21,56,6,19,5,9,5,0,23,13,5,4,18,16,0
Alcorn State,"L, 55-78",1/3/2009,PVAM,H,200,55,0.763,70,19,57,8,24,9,15,9,0,31,10,8,1,17,16,0
Alcorn State,"L, 64-81",1/5/2009,TXSO,H,200,64,0.95,66,23,57,8,19,10,26,7,0,23,9,3,0,5,27,0
Alcorn State,"L, 63-83",1/10/2009,JSU,V,200,63,0.838,78,18,52,5,17,22,32,11,0,30,7,8,4,19,18,0
Alcorn State,"L, 65-83",1/12/2009,GRAM,V,200,65,0.911,72,27,62,6,20,5,7,9,0,25,8,8,3,15,14,0
Alcorn State,"W, 88-72",1/17/2009,MVSU,H,200,88,1.29,68,29,52,5,11,25,32,5,0,26,10,6,0,6,23,0
Alcorn State,"L, 77-101",1/19/2009,UAPB,H,200,77,1.017,77,23,54,6,15,25,31,8,0,26,5,8,0,15,14,0
Alcorn State,"L, 76-91",1/24/2009,ALAM,V,200,76,1.011,76,26,65,4,15,20,32,18,0,38,11,10,3,13,21,0
Alcorn State,"W, 79-74",1/26/2009,ALST,V,200,79,1.155,69,29,61,5,16,16,24,12,0,36,18,5,0,8,14,0
Alcorn State,"L, 83-86",1/31/2009,SOU,H,225,83,1.059,74,31,66,7,21,14,24,6,0,27,9,10,0,7,21,0
Alcorn State,"L, 65-81",2/7/2009,JSU,H,200,65,0.823,79,23,62,5,18,14,21,5,0,25,10,11,2,12,22,0
Alcorn State,"W, 82-61",2/9/2009,GRAM,H,200,82,1.259,63,29,60,12,29,12,15,11,0,29,15,12,0,9,20,0
Alcorn State,"L, 71-89",2/14/2009,MVSU,V,200,71,0.925,80,22,55,7,21,20,31,9,0,27,9,11,2,16,23,0
Alcorn State,"L, 69-79",2/16/2009,UAPB,V,200,69,0.823,85,24,52,6,12,15,25,3,0,31,20,13,2,23,18,0
Alcorn State,"W, 89-79",2/21/2009,ALAM,H,200,89,1.03,86,24,58,7,19,34,43,9,0,36,12,13,1,17,22,0
Alcorn State,"L, 71-76",2/23/2009,ALST,H,200,71,1.034,68,26,60,8,15,11,14,9,0,31,10,6,1,11,17,0
Alcorn State,"L, 61-90",2/28/2009,SOU,V,200,61,0.742,83,23,66,6,23,9,13,6,0,19,8,10,0,16,19,0
Alcorn State,"L, 83-97",3/5/2009,PVAM,V,225,83,0.94,87,27,72,9,27,20,28,10,0,34,12,6,1,13,26,0
Alcorn State,"L, 77-90",3/7/2009,TXSO,V,200,77,0.924,85,26,52,3,13,22,28,9,0,22,11,7,2,27,20,0
American,"L, 54-83",11/14/2008,OU,V,200,54,0.785,69,21,60,6,22,6,8,10,0,29,9,0,1,15,24,0
American,"W, 67-46",11/17/2008,SFPA,H,200,67,1.184,56,24,44,6,17,13,16,4,0,23,14,11,3,9,17,0
