"Team","Res","Date","Opp","Loc","MIN","PTS","O-PPP","Pace","FGM","FGA","3FM","3FA","FTM","FTA","OREB","TmRb","REB","AST","STL","BLK","TO","F","Tm Pts"
"Nicholls State","W, 104-73","2021-12-18","MVSU","H","194","104","1.367","78","39","65","14","28","12","17","12","0","40","23","6","8","15","18","0"
"Gonzaga","W, 104-72","2022-01-29","PORT","H","194","104","1.190","85","34","71","18","41","18","24","11","0","45","20","8","5","16","24","0"
"Baylor","W, 104-68","2021-12-28","NWSU","H","195","104","1.261","82","39","78","13","35","13","20","14","0","47","25","9","7","9","8","0"
"Purdue","W, 104-90","2021-12-29","NICH","H","196","104","1.428","74","35","61","14","29","20","27","9","0","35","30","3","6","8","13","0"
"San Francisco","W, 104-71","2022-02-21","PAC","V","196","104","1.361","76","35","59","15","29","19","24","8","0","34","22","8","0","14","25","0"
"Alabama","W, 104-88","2021-11-12","SDST","H","197","104","1.274","82","41","84","13","40","9","14","17","0","46","19","4","3","8","17","0"
"Evansville","L, 104-109","2021-11-22","RICE","V","271","104","1.175","88","39","76","12","28","14","20","6","0","29","15","9","1","9","23","0"
"North Carolina State","W, 104-100","2021-12-01","NEB","H","294","104","0.982","106","33","89","6","34","32","42","21","0","60","9","9","11","18","19","0"
"Duke","W, 103-62","2021-12-14","SCST","H","193","103","1.281","82","33","59","15","27","22","24","5","0","36","23","11","9","15","9","0"
"Furman","W, 103-85","2022-02-16","WCAR","V","195","103","1.432","70","34","71","15","36","20","23","16","0","36","17","3","1","6","20","0"
"Long Beach State","W, 103-87","2022-02-24","USCD","H","195","103","1.425","72","41","65","16","28","5","9","6","0","35","26","4","0","9","8","0"
"Loyola Chicago","W, 103-45","2021-11-09","COPP","H","200","103","1.300","78","38","72","20","46","7","11","9","0","51","31","7","0","11","22","0"
"Washington State","W, 103-97","2022-02-28","ORST","V","221","103","1.385","75","38","65","11","26","16","26","11","0","27","17","9","5","8","18","0"
"Eastern Michigan","W, 103-98","2021-11-12","ILST","H","245","103","1.091","96","32","73","7","23","32","43","13","0","40","10","13","3","14","24","0"
"Furman","W, 102-83","2022-02-02","CITA","H","192","102","1.280","78","39","71","16","32","8","12","5","0","29","22","12","5","8","16","0"
"Buffalo","W, 102-64","2022-02-08","EMU","H","193","102","1.401","74","43","75","10","22","6","8","16","0","48","28","9","3","10","15","0"
"South Dakota State","W, 102-75","2021-11-22","NEV","V","193","102","1.243","82","37","63","17","33","11","17","7","0","40","25","5","2","18","21","0"
"UAB","W, 102-77","2021-11-09","UNCA","H","193","102","1.343","76","40","71","6","15","16","23","12","0","36","14","13","6","6","19","0"
"Kansas","W, 102-83","2022-02-22","KSU","H","193","102","1.271","79","41","64","15","24","5","9","4","0","28","23","9","0","16","15","0"
"Santa Clara","W, 102-89","2022-02-26","PORT","H","193","102","1.360","76","36","60","14","25","16","19","4","0","30","23","3","3","10","16","0"
"Wichita State","W, 102-66","2021-12-22","PVAM","H","195","102","1.298","80","31","65","12","30","28","37","13","0","45","20","12","9","9","17","0"
"Belmont","W, 102-62","2022-01-06","SEMO","H","195","102","1.374","73","42","70","8","23","10","11","8","0","35","23","7","5","7","13","0"
"Kansas","W, 102-65","2021-12-11","MIZZ","H","195","102","1.375","72","33","59","14","27","22","32","11","0","33","20","6","6","11","16","0"
"Michigan","W, 102-67","2021-12-07","NEB","V","196","102","1.280","79","39","76","15","32","9","12","14","0","50","25","7","2","12","18","0"
"Seattle","W, 102-62","2022-02-16","TRGV","V","196","102","1.303","78","38","76","21","42","5","9","9","0","44","31","5","3","7","21","0"
"Oral Roberts","L, 102-106","2022-02-24","SDST","H","220","102","1.207","86","38","77","13","30","13","20","12","0","46","7","1","5","10","22","0"
"Northern Iowa","W, 102-96","2022-02-26","LOYO","H","221","102","1.245","80","30","57","7","18","35","42","3","0","22","9","5","1","8","18","0"
"Fort Wayne","W, 102-98","2022-02-14","CLST","H","270","102","1.071","94","33","73","15","35","21","30","9","0","32","16","15","5","17","22","0"
"UAB","W, 102-98","2022-03-11","MTSU","V","270","102","1.120","91","31","71","11","31","29","36","9","0","41","11","8","6","12","25","0"
"Wake Forest","W, 101-76","2022-03-02","NCSU","H","194","101","1.381","72","39","64","10","27","13","15","8","0","40","20","3","4","10","18","0"
"Arizona","W, 101-76","2021-12-15","NOCO","H","194","101","1.262","79","39","73","8","22","15","19","13","0","40","23","8","6","11","17","0"
"LSU","W, 101-39","2021-11-09","ULM","H","194","101","1.346","72","38","72","12","29","13","19","17","0","47","23","14","7","11","16","0"
"DePaul","W, 101-63","2021-11-28","EMU","H","195","101","1.294","78","40","69","9","22","12","17","10","0","42","15","9","9","11","13","0"
"New Mexico","W, 101-94","2021-11-30","NMSU","V","196","101","1.232","82","29","62","8","20","35","42","9","0","35","15","4","4","9","22","0"
"Southeastern Louisiana","W, 101-93","2022-01-22","NICH","V","196","101","1.367","74","31","49","17","26","22","25","1","0","27","21","1","8","14","14","0"
"Utah Valley","W, 101-87","2022-01-27","CHIS","V","196","101","1.507","68","38","55","8","11","17","19","8","0","27","16","4","3","11","17","0"
"Kentucky","W, 100-60","2021-11-12","RMU","H","193","100","1.376","73","40","70","12","23","8","12","13","0","38","24","8","10","10","8","0"
"Bowling Green","W, 100-74","2021-12-19","RMU","H","193","100","1.217","80","39","76","12","25","10","13","10","0","35","16","15","3","10","18","0"
"UAB","W, 100-58","2021-12-22","MVSU","H","193","100","1.208","80","32","68","12","20","24","29","13","0","45","16","8","3","14","17","0"
"Southern","W, 100-72","2022-01-24","MVSU","H","194","100","1.259","76","36","60","11","23","17","22","8","0","33","25","7","2","17","25","0"
"Auburn","W, 100-81","2022-02-01","ALA","H","194","100","1.212","80","32","66","5","21","31","39","10","0","44","12","7","10","8","18","0"
"Toledo","W, 100-72","2022-02-12","NIU","V","195","100","1.345","73","36","64","6","14","22","26","10","0","42","17","3","3","8","18","0"
"Oral Roberts","W, 100-88","2022-01-27","NEBO","V","195","100","1.338","77","40","77","14","30","6","10","15","0","48","14","3","8","8","18","0"
"North Carolina","W, 100-80","2022-01-29","NCSU","H","195","100","1.344","76","34","62","15","27","17","24","9","0","35","17","7","9","10","17","0"
"Villanova","W, 100-81","2021-11-16","HOW","H","195","100","1.530","66","30","53","14","30","26","26","7","0","26","22","4","0","7","12","0"
"Georgetown","W, 100-71","2021-12-08","UMBC","H","195","100","1.255","82","39","78","13","23","9","14","19","0","55","22","5","10","14","16","0"
"UCLA","W, 100-79","2021-11-15","LBSU","H","196","100","1.231","80","40","78","11","31","9","11","10","0","28","22","7","6","8","17","0"
"Northern Colorado","W, 100-95","2022-02-14","SUU","H","196","100","1.342","74","37","57","10","20","16","20","5","0","27","13","5","4","13","20","0"
"Colgate","W, 100-90","2022-02-16","ARMY","V","197","100","1.361","74","33","59","15","31","19","22","6","0","28","24","7","3","10","18","0"
"Colgate","W, 100-85","2021-11-20","SYR","V","197","100","1.334","74","32","70","18","43","18","21","16","0","38","26","7","4","11","18","0"
"Alcorn State","W, 100-77","2022-03-05","UAPB","H","200","100","1.314","76","41","63","9","17","9","17","11","0","42","28","8","6","16","19","0"
"Liberty","W, 100-93","2022-02-26","KENN","H","219","100","1.252","80","28","56","7","21","37","44","8","0","33","8","5","2","11","20","0"
"Samford","W, 100-99","2022-02-17","VMI","H","220","100","1.329","74","32","62","12","24","24","30","12","0","32","18","6","5","11","23","0"
"Belmont","W, 100-92","2022-02-05","TTU","V","221","100","1.288","78","31","63","9","31","29","35","10","0","34","25","7","7","8","12","0"
"Bucknell","L, 100-105","2021-11-20","ILST","V","222","100","1.090","92","31","72","12","27","26","29","12","0","40","21","5","5","18","28","0"
"Nebraska","L, 100-104","2021-12-01","NCSU","V","293","100","0.933","106","40","96","9","37","11","15","13","0","46","12","10","5","17","31","0"
"Auburn","W, 99-68","2021-12-11","NEB","H","193","99","1.234","76","39","76","14","31","7","11","9","0","31","26","16","3","8","15","0"
"Manhattan","W, 99-75","2021-12-20","CHSO","V","193","99","1.215","84","28","55","8","21","35","41","7","0","40","12","8","4","14","20","0"
"Southeast Missouri State","W, 99-94","2021-11-09","MOST","V","193","99","1.251","78","32","56","8","19","27","34","4","0","29","10","6","2","11","26","0"
"Baylor","W, 99-54","2021-12-04","UAPB","H","194","99","1.368","71","35","68","13","32","16","26","20","0","48","16","10","3","12","9","0"
"Connecticut","W, 99-48","2021-11-09","CCSU","H","194","99","1.375","72","38","62","8","13","15","19","13","0","33","16","15","9","14","18","0"
"Long Island","W, 99-65","2021-11-27","DEST","H","194","99","1.300","75","37","80","14","38","11","15","20","0","51","24","6","3","9","15","0"
"Bryant","W, 99-86","2022-02-10","SHU","V","194","99","1.220","80","32","63","7","18","28","34","11","0","35","11","11","1","13","21","0"
"Eastern Michigan","W, 99-68","2022-01-11","CMU","H","194","99","1.312","74","37","62","7","20","18","22","4","0","34","14","11","3","7","18","0"
"DePaul","W, 99-66","2021-11-13","CMU","H","195","99","1.233","80","35","63","7","17","22","28","8","0","42","15","10","5","12","20","0"
"Drake","W, 99-50","2021-11-14","SDAK","H","195","99","1.370","72","32","59","12","24","23","30","12","0","43","14","10","2","11","22","0"
"New Mexico","W, 99-92","2021-11-10","FAU","H","195","99","1.223","80","35","66","12","23","17","23","6","0","24","15","7","5","10","20","0"
"Houston","W, 99-58","2021-11-30","NWSU","H","195","99","1.392","71","38","70","14","34","9","15","18","0","42","27","15","5","12","18","0"
"College of Charleston","W, 99-96","2022-02-24","DEL","V","195","99","1.195","84","34","59","11","20","20","25","12","0","31","16","11","0","24","23","0"
"Wake Forest","W, 99-77","2022-02-26","UL","H","195","99","1.378","74","32","55","13","27","22","27","6","0","28","15","5","3","10","19","0"
"DePaul","W, 99-94","2022-02-27","STJN","H","195","99","1.192","84","33","59","7","18","26","38","9","0","34","15","10","7","15","20","0"
"South Dakota State","W, 99-90","2021-11-30","PVAM","H","195","99","1.220","81","30","62","13","29","26","34","8","0","29","21","8","4","11","20","0"
"Arkansas","W, 99-73","2022-02-02","UGA","V","195","99","1.232","80","40","71","15","28","4","7","7","0","35","23","11","5","13","17","0"
"Northern Colorado","L, 99-106","2022-02-03","POST","H","196","99","1.155","84","34","61","13","33","18","31","9","0","30","15","3","3","19","27","0"
"Charlotte","W, 99-84","2022-02-19","MRSH","V","196","99","1.337","75","36","58","9","20","18","19","4","0","31","21","8","0","11","10","0"
"Buffalo","W, 99-88","2022-01-05","BGSU","H","196","99","1.327","77","29","55","8","23","33","35","8","0","36","17","4","3","11","19","0"
"Southern","W, 99-51","2022-01-22","UAPB","H","196","99","1.145","84","35","62","9","22","20","22","5","0","34","24","19","4","19","23","0"
"Virginia Military Institute","W, 99-80","2022-01-20","SAMF","H","197","99","1.354","75","34","59","19","36","12","15","4","0","28","25","6","2","11","13","0"
"Long Island","W, 99-88","2022-02-12","BRY","H","197","99","1.086","92","35","76","7","29","22","34","12","0","42","24","9","13","11","19","0"
"Massachusetts","W, 99-88","2022-03-10","GWU","V","197","99","1.236","80","37","71","12","29","13","15","9","0","30","17","14","4","11","16","0"
"Virginia Military Institute","L, 99-100","2022-02-17","SAMF","V","220","99","1.340","74","31","64","16","34","21","25","10","0","27","17","2","4","8","20","0"
"Notre Dame","W, 99-95","2022-02-16","BC","H","223","99","1.261","79","29","59","8","21","33","39","9","0","35","11","5","0","10","19","0"
"Providence","W, 99-92","2022-02-23","XU","H","269","99","1.141","87","33","68","14","29","19","29","11","0","36","16","6","3","16","16","0"
"Maryland-Baltimore County","W, 98-67","2021-11-23","AMER","H","192","98","1.426","69","36","55","16","23","10","12","5","0","32","20","5","4","13","9","0"
"Kentucky","W, 98-69","2021-12-18","UNC","H","192","98","1.341","74","39","72","8","15","12","17","16","0","41","20","8","2","9","21","0"
"Charlotte","W, 98-82","2021-12-22","WCAR","H","193","98","1.374","71","34","59","13","25","17","26","8","0","24","19","8","0","8","14","0"
"Wake Forest","W, 98-76","2022-01-22","UNC","H","193","98","1.237","81","32","59","10","26","24","32","3","0","38","11","7","6","8","15","0"
"Vermont","W, 98-59","2022-03-06","NJIT","H","193","98","1.481","66","37","62","13","29","11","13","10","0","37","23","6","2","8","14","0"
"Abilene Christian","W, 98-65","2021-12-04","INCW","H","193","98","1.315","74","36","66","12","24","14","20","9","0","29","17","10","0","8","21","0"
"San Francisco","W, 98-64","2021-11-09","LIU","H","193","98","1.383","72","33","62","12","30","20","25","15","0","39","8","14","3","12","13","0"
"UCLA","W, 98-63","2021-11-17","UNF","H","193","98","1.332","74","39","78","9","17","11","18","22","0","51","23","8","4","9","18","0"
"Vermont","W, 98-65","2022-01-12","SBRK","H","194","98","1.526","64","35","56","19","30","9","11","9","0","34","21","4","3","12","16","0"
"Maryland-Baltimore County","W, 98-60","2021-12-01","COLU","H","194","98","1.292","76","34","73","12","29","18","25","12","0","42","16","11","1","3","17","0"
"Southern California","W, 98-71","2021-11-22","UTCH","H","194","98","1.195","83","38","72","12","32","10","19","9","0","49","21","5","6","10","19","0"
"Iowa","W, 98-75","2022-02-13","NEB","H","194","98","1.214","80","39","76","10","28","10","12","9","0","39","19","10","4","8","16","0"
"Tennessee Tech","W, 98-94","2022-02-17","SEMO","H","195","98","1.178","84","34","64","7","18","23","32","6","0","30","24","13","0","10","17","0"
"Northern Colorado","W, 98-94","2022-02-26","ID","H","195","98","1.382","72","34","61","12","27","18","23","4","0","28","10","5","3","3","11","0"
"Mount Saint Mary`s","W, 98-59","2022-01-21","SHU","H","195","98","1.425","68","40","69","11","22","7","10","14","0","45","21","7","3","9","22","0"
"Hofstra","W, 98-84","2021-11-27","DET","H","195","98","1.317","75","35","56","13","25","15","24","3","0","22","21","10","4","10","18","0"
"Florida Atlantic","W, 98-79","2021-11-20","UND","H","196","98","1.380","70","35","64","15","27","13","19","8","0","28","21","6","4","6","15","0"
"Omaha","W, 98-82","2022-01-06","UND","H","196","98","1.378","72","38","69","10","21","12","15","10","0","36","16","6","3","5","20","0"
"Toledo","W, 98-86","2021-11-22","CHAR","H","197","98","1.447","69","33","56","7","15","25","31","9","0","35","13","5","0","6","16","0"
"Idaho","W, 98-84","2021-12-08","SDST","H","198","98","1.340","75","28","51","13","24","29","34","4","0","36","19","1","4","10","21","0"
"Southeast Missouri State","W, 98-79","2022-01-01","APSU","H","200","98","1.208","80","26","49","17","28","29","36","4","0","29","19","3","5","19","28","0"
"Texas-San Antonio","W, 98-79","2022-02-17","SOMS","V","220","98","1.202","83","35","75","15","32","13","18","9","0","34","23","6","2","7","20","0"
"Oklahoma State","W, 98-93","2021-12-13","CLST","H","221","98","1.135","86","36","68","9","25","17","26","12","0","34","16","10","6","18","17","0"
"Illinois State","L, 98-103","2021-11-12","EMU","V","246","98","0.987","96","33","78","9","28","23","28","14","0","40","6","9","7","22","31","0"
"Cleveland State","L, 98-102","2022-02-14","PFW","V","268","98","1.041","94","33","67","9","23","23","34","11","0","42","14","8","3","22","29","0"
"George Washington","W, 98-93","2022-03-02","DUQ","H","268","98","1.017","96","34","71","8","16","22","26","6","0","49","17","5","3","19","18","0"
"Arkansas-Little Rock","W, 98-96","2022-01-22","UTA","H","270","98","1.110","88","31","67","16","31","20","28","7","0","28","21","5","3","15","31","0"
"Middle Tennessee","L, 98-102","2022-03-11","UAB","H","271","98","1.075","91","32","78","9","30","25","32","15","0","41","14","6","7","13","24","0"
"UNC Asheville","W, 98-96","2022-02-26","PRES","H","271","98","1.041","94","33","78","8","24","24","36","11","0","31","13","15","3","10","24","0"
"Florida State","W, 97-60","2021-12-15","LIP","H","192","97","1.241","78","37","70","14","26","9","13","8","0","38","22","10","8","10","14","0"
"Purdue","W, 97-40","2021-11-26","NEBO","H","193","97","1.378","68","34","59","9","17","20","24","12","0","51","19","4","6","12","6","0"
"Western Illinois","W, 97-70","2021-12-05","CMU","V","193","97","1.351","71","29","57","17","29","22","27","9","0","27","18","7","0","11","16","0"
"Syracuse","W, 97-63","2021-11-09","LAF","H","193","97","1.290","74","37","68","13","26","10","13","8","0","41","26","7","5","9","10","0"
"Lehigh","W, 97-64","2022-01-13","BUCK","V","193","97","1.314","73","37","71","18","34","5","8","4","0","36","25","7","1","3","14","0"
"Arizona","W, 97-77","2022-02-24","UTAH","V","193","97","1.139","86","37","71","12","28","11","13","8","0","44","24","9","7","16","19","0"
"San Francisco","W, 97-73","2022-01-13","LMU","H","193","97","1.227","78","35","71","14","34","13","17","12","0","37","19","12","5","12","20","0"
"Tulane","W, 97-63","2022-01-26","TULS","H","194","97","1.491","68","35","58","14","22","13","17","6","0","27","20","10","3","5","18","0"
"Arizona","W, 97-45","2021-11-16","NDSU","H","194","97","1.358","72","34","66","13","27","16","22","13","0","48","21","8","6","8","14","0"
"Arkansas","W, 97-60","2021-12-01","UCA","H","194","97","1.136","84","40","73","4","18","13","26","12","0","45","22","16","5","12","17","0"
"Ball State","W, 97-75","2021-11-27","INST","H","194","97","1.315","75","31","57","15","28","20","29","4","0","29","18","5","4","7","20","0"
"Belmont","W, 97-78","2021-11-19","KENN","V","194","97","1.217","76","38","72","10","25","11","12","7","0","29","22","7","4","9","18","0"
"Gonzaga","W, 97-63","2021-11-09","UTCH","H","194","97","1.206","81","37","68","6","21","17","24","14","0","44","23","10","9","15","18","0"
"Northwestern State","W, 97-87","2022-02-03","HBU","V","194","97","1.336","74","33","54","17","26","14","16","4","0","23","19","7","6","15","18","0"
"Hofstra","W, 97-64","2022-02-15","ELON","V","194","97","1.382","68","34","65","17","37","12","13","6","0","27","18","13","2","5","19","0"
"Duke","W, 97-72","2022-02-26","SYR","V","194","97","1.425","66","35","65","15","32","12","17","11","0","32","26","1","5","6","15","0"
"Xavier","W, 97-75","2022-03-05","GU","H","194","97","1.301","76","35","64","14","25","13","18","7","0","33","32","8","6","9","18","0"
"Texas Tech","W, 97-62","2022-03-18","MTST","H","195","97","1.405","70","36","54","12","20","13","19","6","0","30","23","6","5","12","18","0"
"DePaul","W, 97-72","2021-11-10","COPP","H","195","97","1.162","79","36","76","9","30","16","20","18","0","48","17","9","5","16","14","0"
"Wright State","W, 97-81","2022-01-22","UIC","V","195","97","1.275","77","39","69","5","11","14","17","11","0","38","20","8","5","10","15","0"
"Mercer","W, 97-91","2022-01-13","VMI","H","195","97","1.399","70","28","54","17","29","24","26","5","0","28","13","5","3","8","21","0"
"Alabama","W, 97-83","2022-02-09","MISS","V","195","97","1.309","72","36","60","14","22","11","15","5","0","33","23","4","4","12","15","0"
"UAB","W, 97-75","2022-02-05","MTSU","H","196","97","1.259","75","36","66","10","23","15","19","9","0","33","12","11","6","11","15","0"
"Boise State","W, 97-60","2021-12-10","PVAM","H","196","97","1.159","82","28","52","8","20","33","52","8","0","38","12","7","8","15","14","0"
"Portland State","W, 97-76","2022-01-29","NAU","V","197","97","1.315","74","37","66","14","27","9","10","8","0","26","23","8","3","11","21","0"
"Youngstown State","W, 97-79","2021-11-13","SEMO","V","200","97","1.258","77","31","63","7","20","28","36","10","0","37","13","3","1","7","27","0"
"Oregon State","L, 97-103","2022-02-28","WSU","H","221","97","1.285","75","35","62","8","22","19","20","8","0","24","17","2","1","12","21","0"
"Canisius","W, 97-90","2021-12-22","FGCU","H","222","97","1.165","86","30","65","13","30","24","30","9","0","32","20","6","5","13","13","0"
"UC Santa Barbara","W, 97-90","2022-02-26","UCR","V","246","97","1.087","90","35","61","6","15","21","30","1","0","23","15","11","1","15","24","0"
"Connecticut","W, 96-73","2022-01-25","GU","H","191","96","1.373","68","34","68","10","24","18","23","16","0","35","21","5","6","7","15","0"
"Oregon","W, 96-71","2021-12-15","PORT","H","192","96","1.333","71","37","69","8","20","14","19","13","0","40","16","7","1","7","20","0"
"Florida Atlantic","W, 96-67","2022-01-17","CHAR","H","193","96","1.544","63","34","55","16","21","12","13","4","0","30","16","5","5","5","12","0"
"Oklahoma","W, 96-44","2021-11-12","UTSA","H","193","96","1.320","75","39","67","11","26","7","12","10","0","49","22","8","4","10","13","0"
"Texas Tech","W, 96-40","2021-11-23","NEBO","H","193","96","1.412","67","37","63","8","16","14","21","12","0","41","18","9","2","7","16","0"
"Utah","W, 96-62","2021-12-11","MAN","H","193","96","1.400","68","35","60","10","18","16","18","10","0","39","26","4","2","10","22","0"
"Tennessee","W, 96-52","2021-12-14","SCU","H","193","96","1.360","72","38","68","11","25","9","16","15","0","43","29","15","5","10","15","0"
"Louisiana-Monroe","W, 96-66","2021-11-22","NWSU","H","194","96","1.174","82","35","62","6","16","20","29","8","0","36","24","15","2","14","20","0"
"Kansas","W, 96-83","2021-11-28","IONA","V","194","96","1.315","73","39","71","6","14","12","19","16","0","36","22","10","2","9","20","0"
"Xavier","W, 96-50","2021-12-08","BSU","H","194","96","1.178","82","34","64","12","25","16","20","10","0","48","21","12","5","18","12","0"
"Liberty","W, 96-60","2021-12-06","DEST","H","194","96","1.499","64","29","55","21","38","17","19","9","0","39","22","5","6","9","17","0"
"Yale","W, 96-69","2022-01-15","CORN","H","194","96","1.190","81","32","59","5","14","27","33","11","0","39","20","5","1","17","29","0"
"Arizona","W, 96-71","2022-01-23","CAL","V","194","96","1.328","72","31","64","11","27","23","28","13","0","42","14","2","7","8","14","0"
"Army","W, 96-89","2022-01-04","BUCK","V","194","96","1.378","72","39","65","8","22","10","14","9","0","30","17","7","3","7","13","0"
"UCLA","W, 96-78","2022-01-06","LBSU","H","194","96","1.264","75","34","70","14","34","14","23","12","0","38","23","3","4","7","19","0"
"Purdue","W, 96-52","2021-11-16","WRIG","H","195","96","1.264","76","35","67","11","28","15","21","18","0","53","18","9","4","17","15","0"
"Toledo","W, 96-56","2022-03-04","BGSU","H","195","96","1.398","70","37","64","12","24","10","14","10","0","43","25","3","3","8","12","0"
"Syracuse","W, 96-57","2022-03-09","FSU","V","195","96","1.339","72","38","74","11","28","9","12","15","0","49","23","6","5","7","14","0"
