,GameDay,GameID,TeamID,Team,OpponentID,Opponent,Location,WinOrLoss,MIN,PTS,FGM,FGA,3FM,3FA,FTM,FTA,REB,AST,STL,BLK,OREB,TO,PF
2972,12/5/2023,1250878,11199,UC San Diego,4000,ND1,H,W,196,98,33,67,18,42,14,16,47,26,4,4,13,10,10
2973,12/5/2023,1250932,417,Weber State,562,Utah Valley,V,L,194,54,21,59,6,20,6,18,30,9,6,2,8,10,10
2974,12/5/2023,1250932,562,Utah Valley,417,Weber State,H,W,195,70,28,52,8,15,6,8,33,16,7,8,1,10,16
2975,12/5/2023,1250997,423,Wyoming,4000,ND1,H,W,195,80,26,49,8,15,20,30,37,14,7,2,8,17,9
2976,12/5/2023,1258326,388,Illinois,526,Florida Atlantic,H,W,197,98,36,57,8,20,18,20,23,10,4,3,4,13,18
2977,12/5/2023,1258326,526,Florida Atlantic,388,Illinois,V,L,195,89,31,64,9,23,18,22,26,23,7,1,10,13,16
2978,12/6/2023,1245463,394,Penn State,484,Maryland,V,L,218,75,24,62,8,25,19,21,30,12,9,5,8,10,30
2979,12/6/2023,1245463,484,Maryland,394,Penn State,H,W,220,81,23,67,5,25,30,39,48,9,7,3,19,15,22
2980,12/6/2023,1245555,317,Wake Forest,493,Rutgers,H,W,196,76,27,63,8,26,14,19,37,16,5,5,11,10,9
2981,12/6/2023,1245555,493,Rutgers,317,Wake Forest,V,L,195,57,21,56,7,22,8,11,25,8,4,4,8,14,18
2982,12/6/2023,1245575,294,Nebraska,464,Minnesota,V,L,196,65,24,53,5,18,12,15,28,15,7,1,9,18,21
2983,12/6/2023,1245575,464,Minnesota,294,Nebraska,H,W,196,76,25,53,8,25,18,29,28,18,10,7,10,16,9
2984,12/6/2023,1245662,322,Northern Arizona,581,Abilene Christian,V,W,197,78,28,57,6,18,16,20,41,13,5,4,10,21,26
2985,12/6/2023,1245662,581,Abilene Christian,322,Northern Arizona,H,L,195,76,23,60,5,19,25,31,28,9,12,1,9,10,18
2986,12/6/2023,1245898,498,Saint Joseph`s,516,American,H,W,195,69,26,55,12,31,5,6,35,14,3,2,11,9,13
2987,12/6/2023,1245898,516,American,498,Saint Joseph`s,V,L,195,53,19,51,3,24,12,17,22,8,5,2,11,7,10
2988,12/6/2023,1245979,225,Arizona State,342,SMU,H,W,195,76,19,52,6,20,32,43,33,11,10,5,5,8,17
2989,12/6/2023,1245979,342,SMU,225,Arizona State,V,L,195,74,29,64,6,21,10,19,43,13,6,2,12,15,27
2990,12/6/2023,1246215,454,Ball State,475,Detroit,V,W,197,68,19,44,6,20,24,29,39,8,2,6,9,21,14
2991,12/6/2023,1246215,475,Detroit,454,Ball State,H,L,196,65,24,66,5,21,12,16,27,7,12,2,10,8,23
2992,12/6/2023,1246295,543,Belmont,555,Lipscomb,H,W,196,72,28,59,7,21,9,12,30,12,7,4,7,15,15
2993,12/6/2023,1246295,555,Lipscomb,543,Belmont,V,L,194,71,26,62,6,29,13,15,33,11,7,1,9,14,13
2994,12/6/2023,1246430,270,Boston University,275,Maine,H,L,194,65,24,52,7,18,10,19,32,16,8,4,9,16,15
2995,12/6/2023,1246430,275,Maine,270,Boston University,V,W,196,74,26,51,7,20,15,20,26,14,9,1,4,10,13
2996,12/6/2023,1246510,246,Brown,474,Rhode Island,V,W,197,67,21,55,10,27,15,25,29,12,9,5,10,8,21
2997,12/6/2023,1246510,474,Rhode Island,246,Brown,H,L,194,64,23,49,3,13,15,31,37,13,4,2,10,12,17
2998,12/6/2023,1246535,228,Siena,567,Bryant,H,L,195,51,19,70,1,17,12,22,47,9,9,1,15,14,16
2999,12/6/2023,1246535,567,Bryant,228,Siena,V,W,193,67,27,60,5,25,8,20,36,12,7,13,6,12,17
3000,12/6/2023,1246693,287,Pepperdine,467,Cal State Fullerton,H,L,195,55,23,57,3,19,6,12,36,15,3,4,10,13,16
3001,12/6/2023,1246693,467,Cal State Fullerton,287,Pepperdine,V,W,196,60,24,54,2,14,10,16,28,7,7,3,5,9,14
3002,12/6/2023,1246768,5049,California Baptist,11200,Utah Tech,H,L,194,69,22,55,7,26,18,27,29,14,10,2,12,15,15
3003,12/6/2023,1246768,11200,Utah Tech,5049,California Baptist,V,W,197,72,30,51,6,10,6,10,26,14,5,5,2,19,22
3004,12/6/2023,1246798,257,Davidson,355,Campbell,H,W,196,62,21,56,6,25,14,19,36,10,6,2,7,8,13
3005,12/6/2023,1246798,355,Campbell,257,Davidson,V,L,195,50,21,54,4,25,4,12,30,9,4,2,4,10,14
3006,12/6/2023,1246829,497,Robert Morris,505,Canisius,V,L,196,80,33,74,4,31,10,17,31,16,5,4,12,9,19
3007,12/6/2023,1246829,505,Canisius,497,Robert Morris,H,W,196,87,30,61,7,23,20,27,43,15,3,5,11,16,16
3008,12/6/2023,1246907,243,Valparaiso,455,Central Michigan,V,L,195,67,24,61,9,24,10,12,35,14,7,4,11,14,18
3009,12/6/2023,1246907,455,Central Michigan,243,Valparaiso,H,W,195,71,27,64,9,21,8,17,36,14,7,3,13,13,11
3010,12/6/2023,1247086,303,South Carolina,357,Clemson,V,L,194,67,22,61,10,30,13,19,34,13,5,3,6,8,15
3011,12/6/2023,1247086,357,Clemson,303,South Carolina,H,W,196,72,25,56,8,18,14,20,39,13,5,7,7,9,16
3012,12/6/2023,1247166,391,Colgate,4000,ND1,H,W,194,115,44,78,15,33,12,17,45,29,18,6,11,4,9
3013,12/6/2023,1247224,360,Colorado State,536,Denver,H,W,195,90,32,53,8,17,18,27,27,24,3,6,5,8,14
3014,12/6/2023,1247224,536,Denver,360,Colorado State,V,L,196,80,29,57,10,21,12,16,20,13,4,1,5,7,18
3015,12/6/2023,1247301,407,Coppin State,459,Wagner,H,L,197,59,21,50,5,14,12,12,27,12,10,3,5,16,14
3016,12/6/2023,1247301,459,Wagner,407,Coppin State,V,W,195,62,21,57,6,24,14,19,31,9,9,3,11,13,12
3017,12/6/2023,1247366,290,Dartmouth,409,New Hampshire,H,W,196,76,27,60,14,33,8,11,32,19,3,5,3,5,15
3018,12/6/2023,1247366,409,New Hampshire,290,Dartmouth,V,L,195,64,23,66,5,20,13,15,41,7,4,0,9,7,13
3019,12/6/2023,1247436,233,Texas A&M,363,DePaul,H,W,193,89,35,66,14,31,5,9,29,20,9,2,14,4,14
3020,12/6/2023,1247436,363,DePaul,233,Texas A&M,V,L,195,64,23,42,8,16,10,17,23,15,2,3,5,14,13
3021,12/6/2023,1247559,295,Saint Louis,431,Drake,V,L,195,69,23,52,5,14,18,22,31,6,8,2,8,14,22
3022,12/6/2023,1247559,431,Drake,295,Saint Louis,H,W,196,75,22,54,8,24,23,30,29,15,7,4,8,10,16
3023,12/6/2023,1247627,422,Marshall,479,Duquesne,H,L,196,72,26,70,4,25,16,24,40,7,7,1,14,12,26
3024,12/6/2023,1247627,479,Duquesne,422,Marshall,V,W,195,85,24,54,7,20,30,41,38,10,7,3,9,14,18
3025,12/6/2023,1247836,321,Yale,434,Fairfield,H,L,195,71,28,57,6,20,9,13,32,14,6,6,6,14,17
3026,12/6/2023,1247836,434,Fairfield,321,Yale,V,W,196,75,27,59,8,24,13,18,29,10,11,3,5,10,14
3027,12/6/2023,1247912,261,Florida A&M,573,Presbyterian,V,W,196,65,23,47,4,12,15,18,23,12,9,5,3,14,21
3028,12/6/2023,1247912,573,Presbyterian,261,Florida A&M,H,L,194,60,19,47,5,21,17,23,25,11,8,0,4,17,16
3029,12/6/2023,1248020,365,Fordham,563,NJIT,H,L,194,77,27,56,6,18,17,31,35,16,6,11,12,10,23
3030,12/6/2023,1248020,563,NJIT,365,Fordham,V,W,196,80,25,55,12,25,18,25,25,12,5,1,4,12,23
3031,12/6/2023,1248043,550,Fort Wayne,11203,Southern Indiana,V,W,197,70,22,63,8,31,18,25,37,9,13,2,11,9,17
3032,12/6/2023,1248043,11203,Southern Indiana,550,Fort Wayne,H,L,195,57,22,61,4,18,9,16,41,14,5,5,12,17,19
3033,12/6/2023,1248110,532,Wofford,552,Gardner-Webb,V,W,196,81,30,55,11,26,10,20,38,19,3,4,5,11,13
3034,12/6/2023,1248110,552,Gardner-Webb,532,Wofford,H,L,195,66,23,69,10,32,10,14,31,11,11,2,9,7,16
3035,12/6/2023,1248338,349,Green Bay,572,SIU Edwardsville,V,L,195,69,26,55,9,23,8,14,26,14,4,2,7,14,25
3036,12/6/2023,1248338,572,SIU Edwardsville,349,Green Bay,H,W,196,78,22,51,6,19,28,39,38,11,10,6,12,8,18
3037,12/6/2023,1248432,337,Iona,380,Hofstra,H,L,195,57,20,57,10,28,7,10,34,15,8,4,12,13,16
3038,12/6/2023,1248432,380,Hofstra,337,Iona,V,W,196,62,22,54,11,29,7,11,33,16,7,7,9,12,10
3039,12/6/2023,1248468,312,Rice,341,Houston,V,L,194,39,13,45,5,21,8,13,25,7,7,1,7,20,11
3040,12/6/2023,1248468,341,Houston,312,Rice,H,W,194,75,31,66,8,22,5,9,42,17,13,5,17,10,18
3041,12/6/2023,1248605,258,Illinois State,578,Northern Kentucky,H,W,194,62,24,58,8,27,6,9,35,14,2,3,11,14,7
3042,12/6/2023,1248605,578,Northern Kentucky,258,Illinois State,V,L,196,59,22,56,7,20,8,10,27,17,12,1,5,8,12
3043,12/6/2023,1248731,250,UCF,485,Jacksonville,H,W,193,94,31,65,15,33,17,29,46,17,11,8,12,8,18
3044,12/6/2023,1248731,485,Jacksonville,250,UCF,V,L,195,52,20,66,4,20,8,16,35,7,5,0,12,14,21
3045,12/6/2023,1248889,379,Loyola Maryland,500,La Salle,V,L,197,61,24,64,6,17,7,14,35,16,7,2,9,9,9
3046,12/6/2023,1248889,500,La Salle,379,Loyola Maryland,H,W,196,62,25,61,9,28,3,6,33,16,4,3,8,12,12
3047,12/6/2023,1249031,389,Long Beach State,4000,ND1,H,W,194,88,35,76,5,26,13,25,49,21,14,3,14,17,10
3048,12/6/2023,1249049,334,Miami (Fla.),432,Long Island,H,W,195,97,37,65,11,26,12,19,43,19,8,4,10,12,10
3049,12/6/2023,1249049,432,Long Island,334,Miami (Fla.),V,L,193,49,19,62,3,23,8,11,32,12,10,3,10,16,15
3050,12/6/2023,1249254,444,Texas,462,Marquette,V,L,195,65,25,60,4,16,11,14,27,16,10,5,6,13,15
3051,12/6/2023,1249254,462,Marquette,444,Texas,H,W,191,86,30,59,14,30,12,15,35,17,8,2,7,15,15
3052,12/6/2023,1249284,288,Morgan State,356,Maryland-Baltimore County,H,W,200,92,31,68,8,19,22,26,38,16,8,4,10,10,20
3053,12/6/2023,1249284,356,Maryland-Baltimore County,288,Morgan State,V,L,200,80,29,65,7,21,15,22,35,14,6,4,8,14,15
3054,12/6/2023,1249299,262,North Carolina State,383,Maryland-Eastern Shore,H,W,191,93,35,59,8,21,15,27,37,13,11,3,12,9,13
3055,12/6/2023,1249299,383,Maryland-Eastern Shore,262,North Carolina State,V,L,193,61,23,58,7,18,8,13,27,11,6,1,10,13,23
3056,12/6/2023,1249314,361,Towson,494,Massachusetts,H,W,197,81,26,54,6,16,23,34,30,9,7,6,10,9,21
3057,12/6/2023,1249314,494,Massachusetts,361,Towson,V,L,197,71,25,54,7,18,14,20,25,11,5,3,8,10,22
3058,12/6/2023,1249360,410,VCU,463,Memphis,H,L,222,80,29,69,7,29,15,21,31,13,8,2,15,10,21
3059,12/6/2023,1249360,463,Memphis,410,VCU,V,W,220,85,27,57,8,21,23,29,35,10,7,2,11,18,21
3060,12/6/2023,1249381,443,South Alabama,507,Mercer,V,W,195,83,33,69,7,19,10,12,34,13,10,1,7,4,14
3061,12/6/2023,1249381,507,Mercer,443,South Alabama,H,L,195,62,24,62,2,14,12,22,43,10,2,7,16,14,13
3062,12/6/2023,1249427,385,Miami (Ohio),482,Ohio State,V,L,197,64,24,55,7,12,9,11,24,9,5,2,10,16,19
3063,12/6/2023,1249427,482,Ohio State,385,Miami (Ohio),H,W,194,84,28,62,9,23,19,25,37,16,5,4,17,10,14
3064,12/6/2023,1249462,519,Milwaukee,16670,Saint Thomas (Minn.),V,L,195,71,25,58,9,26,12,18,29,17,4,4,12,11,26
3065,12/6/2023,1249462,16670,Saint Thomas (Minn.),519,Milwaukee,H,W,195,75,22,54,7,29,24,30,30,9,6,5,10,7,15
3066,12/6/2023,1249697,302,Nevada,558,UC Davis,H,W,196,80,22,52,4,10,32,44,31,10,5,4,9,10,17
3067,12/6/2023,1249697,558,UC Davis,302,Nevada,V,L,195,68,24,54,10,24,10,14,28,14,6,5,8,19,32
3068,12/6/2023,1249726,283,New Mexico,430,UC Santa Barbara,H,W,193,84,35,68,7,22,7,10,35,19,13,6,8,13,17
3069,12/6/2023,1249726,430,UC Santa Barbara,283,New Mexico,V,L,197,61,21,58,3,17,16,19,30,11,4,3,7,18,12
3070,12/6/2023,1249780,292,Niagara,488,Saint Bonaventure,H,L,194,60,19,48,7,21,15,18,13,10,3,0,2,9,11
3071,12/6/2023,1249780,488,Saint Bonaventure,292,Niagara,V,W,195,94,38,57,12,19,6,9,30,14,4,3,8,8,18
3072,12/6/2023,1249944,231,Northeastern,514,Vermont,H,L,197,71,30,64,5,17,6,7,30,10,8,1,10,6,13
3073,12/6/2023,1249944,514,Vermont,231,Northeastern,V,W,196,73,26,53,15,29,6,7,25,18,2,3,6,12,9
3074,12/6/2023,1249986,285,Northern Iowa,291,Richmond,H,W,193,78,27,60,12,29,12,17,32,17,9,2,10,11,20
3075,12/6/2023,1249986,291,Richmond,285,Northern Iowa,V,L,196,73,25,54,6,18,17,20,29,9,6,1,5,14,15
3076,12/6/2023,1250031,311,Toledo,541,Oakland,V,W,195,69,24,51,6,19,15,17,28,13,8,2,6,13,14
3077,12/6/2023,1250031,541,Oakland,311,Toledo,H,L,196,68,26,61,9,26,7,7,29,6,9,3,9,13,16
3078,12/6/2023,1250039,441,Youngstown State,472,Ohio,V,W,195,78,28,61,7,25,15,18,39,11,9,4,13,13,17
3079,12/6/2023,1250039,472,Ohio,441,Youngstown State,H,L,196,72,25,63,7,21,15,19,27,10,8,2,9,10,17
3080,12/6/2023,1250075,284,Old Dominion,478,William & Mary,V,L,196,79,30,59,11,27,8,13,26,13,6,2,8,9,19
3081,12/6/2023,1250075,478,William & Mary,284,Old Dominion,H,W,195,84,25,47,15,31,19,27,26,16,5,0,6,10,14
3082,12/6/2023,1250086,240,Texas Tech,577,Omaha,H,W,192,87,29,58,11,28,18,20,35,10,8,1,9,10,16
3083,12/6/2023,1250086,577,Omaha,240,Texas Tech,V,L,194,58,22,53,6,22,8,14,26,9,4,1,9,14,18
3084,12/6/2023,1250156,331,Penn,4000,ND1,H,W,191,111,39,62,21,34,12,14,33,29,14,2,9,7,10
3085,12/6/2023,1250177,473,Pittsburgh,480,West Virginia,V,W,195,80,29,62,16,38,6,7,31,12,4,4,6,6,17
3086,12/6/2023,1250177,480,West Virginia,473,Pittsburgh,H,L,196,63,22,53,3,20,16,18,30,11,2,4,4,9,13
3087,12/6/2023,1250203,534,Portland State,4000,ND1,H,W,195,104,43,74,8,26,10,14,45,26,10,7,11,7,14
3088,12/6/2023,1250371,305,Saint John`s,542,Sacred Heart,H,W,195,85,31,67,12,29,11,16,47,25,11,7,19,16,9
3089,12/6/2023,1250371,542,Sacred Heart,305,Saint John`s,V,L,196,50,18,57,6,15,8,11,22,11,9,5,6,16,14
3090,12/6/2023,1250464,351,Utah State,512,San Diego,H,W,194,108,40,67,5,15,23,33,37,19,9,5,11,10,17
3091,12/6/2023,1250464,512,San Diego,351,Utah State,V,L,195,81,30,63,9,24,12,16,24,12,7,2,6,15,23
3092,12/6/2023,1250483,299,San Francisco,451,Vanderbilt,V,W,195,73,26,51,13,29,8,9,36,18,4,3,8,14,12
3093,12/6/2023,1250483,451,Vanderbilt,299,San Francisco,H,L,194,60,24,56,9,23,3,9,17,9,9,2,1,8,10
3094,12/6/2023,1250588,523,Southeast Missouri State,4000,ND1,H,W,193,95,35,70,12,33,13,18,47,24,6,1,15,11,15
3095,12/6/2023,1250691,546,Stony Brook,11204,Stonehill,H,W,195,81,26,56,13,30,16,18,42,16,3,6,11,10,11
3096,12/6/2023,1250691,11204,Stonehill,546,Stony Brook,V,L,194,63,23,61,10,29,7,11,27,13,5,0,9,7,15
3097,12/6/2023,1250717,501,Temple,4000,ND1,H,W,194,85,31,65,9,26,14,20,43,17,12,6,12,15,14
3098,12/6/2023,1250780,404,Texas-Rio Grande Valley,551,Texas A&M-Corpus Christi,V,W,196,76,25,50,6,19,20,29,26,13,4,4,1,8,21
3099,12/6/2023,1250780,551,Texas A&M-Corpus Christi,404,Texas-Rio Grande Valley,H,L,195,74,23,62,4,20,24,31,39,11,3,4,12,10,21
3100,12/6/2023,1250805,282,Texas-Arlington,4000,ND1,H,W,195,74,28,72,9,30,9,16,53,22,10,2,25,12,14
3101,12/6/2023,1250871,486,Washington State,549,UC Riverside,H,W,195,86,35,71,7,26,9,11,47,20,9,6,16,6,20
3102,12/6/2023,1250871,549,UC Riverside,486,Washington State,V,L,195,49,14,51,4,20,17,21,23,8,4,3,7,14,13
3103,12/7/2023,1245434,339,Iowa State,450,Iowa,H,W,195,90,32,60,8,17,18,26,36,19,12,6,10,12,13
3104,12/7/2023,1245434,450,Iowa,339,Iowa State,V,L,194,65,22,57,8,26,13,16,28,14,9,3,8,19,21
3105,12/7/2023,1246058,487,Arkansas-Little Rock,574,Central Arkansas,V,L,196,71,25,65,7,24,14,23,38,12,3,4,17,12,17
3106,12/7/2023,1246058,574,Central Arkansas,487,Arkansas-Little Rock,H,W,194,75,24,57,7,19,20,22,27,14,8,6,7,8,18
3107,12/7/2023,1246269,11197,Bellarmine,4000,ND1,H,W,195,98,33,62,13,31,19,22,36,27,8,7,6,6,8
3108,12/7/2023,1246720,253,Cal State Northridge,4000,ND1,H,W,196,92,39,72,6,15,8,20,55,22,10,5,17,20,13
3109,12/7/2023,1247484,492,Delaware State,4000,ND1,H,W,193,106,44,71,8,18,10,16,45,26,9,3,12,10,13
3110,12/7/2023,1247702,447,Eastern Illinois,537,IUPUI,H,W,194,75,29,56,3,11,14,18,38,17,8,4,12,18,14
3111,12/7/2023,1247702,537,IUPUI,447,Eastern Illinois,V,L,195,58,23,53,2,13,10,14,20,10,14,1,4,15,14
3112,12/7/2023,1247726,499,Eastern Kentucky,524,UNC Greensboro,V,L,220,85,32,70,9,20,12,21,32,11,10,5,13,9,20
3113,12/7/2023,1247726,524,UNC Greensboro,499,Eastern Kentucky,H,W,220,87,30,63,13,24,14,17,36,16,4,3,13,13,20
3114,12/7/2023,1249822,5050,North Alabama,4000,ND1,H,W,194,109,40,66,14,35,15,20,40,25,10,6,10,11,14
3115,12/7/2023,1249903,414,Portland,560,North Dakota State,V,L,197,67,25,57,5,12,12,16,30,9,4,2,6,9,14
3116,12/7/2023,1249903,560,North Dakota State,414,Portland,H,W,195,78,28,59,12,33,10,13,29,15,2,3,5,5,17
3117,12/7/2023,1250992,421,Wright State,4000,ND1,H,W,193,81,33,64,5,15,10,15,36,18,8,6,7,12,13
3118,12/8/2023,1246108,298,Army,372,Harvard,V,L,195,64,22,66,9,32,11,16,42,9,4,4,17,8,23
3119,12/8/2023,1246108,372,Harvard,298,Army,H,W,196,70,20,45,9,24,21,28,28,8,4,3,2,10,17
3120,12/8/2023,1246402,427,Boston College,457,Holy Cross,H,W,195,95,35,74,11,29,14,15,39,18,8,3,14,5,16
3121,12/8/2023,1246402,457,Holy Cross,427,Boston College,V,L,194,64,19,48,9,26,17,22,28,12,1,0,4,18,18
3122,12/8/2023,1247628,479,Duquesne,503,Saint Peter`s,H,W,194,68,20,51,6,25,22,28,31,10,9,7,8,9,15
3123,12/8/2023,1247628,503,Saint Peter`s,479,Duquesne,V,L,195,59,21,50,8,20,9,14,23,13,5,7,5,13,23
3124,12/8/2023,1247745,433,Eastern Michigan,541,Oakland,H,L,195,63,22,51,6,20,13,15,26,16,4,2,3,14,16
3125,12/8/2023,1247745,541,Oakland,433,Eastern Michigan,V,W,196,77,30,58,7,23,10,16,32,10,11,1,8,9,15
3126,12/8/2023,1247866,381,Manhattan,413,Fairleigh Dickinson,H,L,198,71,27,70,11,39,6,13,44,17,5,5,15,12,17
3127,12/8/2023,1247866,413,Fairleigh Dickinson,381,Manhattan,V,W,194,76,28,67,5,23,15,17,39,15,6,4,9,8,17
3128,12/8/2023,1248415,509,North Carolina A&T,544,High Point,V,L,196,62,24,50,2,6,12,16,19,17,8,3,5,11,15
3129,12/8/2023,1248415,544,High Point,509,North Carolina A&T,H,W,194,75,28,51,7,13,12,16,32,10,4,2,10,16,15
3130,12/8/2023,1248623,449,Illinois-Chicago,531,Jacksonville State,V,W,196,55,20,49,2,17,13,19,29,9,5,4,5,14,10
3131,12/8/2023,1248623,531,Jacksonville State,449,Illinois-Chicago,H,L,194,49,20,54,1,11,8,12,27,9,9,4,7,12,16
3132,12/8/2023,1249688,364,Navy,538,Quinnipiac,V,L,195,68,25,58,5,18,13,19,33,11,9,2,6,14,21
3133,12/8/2023,1249688,538,Quinnipiac,364,Navy,H,W,195,71,17,54,6,22,31,36,40,13,7,4,11,14,18
3134,12/8/2023,1250319,306,Rider,11204,Stonehill,H,W,193,73,22,73,9,41,20,30,47,15,8,8,20,6,22
3135,12/8/2023,1250319,11204,Stonehill,306,Rider,V,L,195,56,18,56,6,24,14,25,37,9,5,1,12,12,19
3136,12/8/2023,1250999,321,Yale,4000,ND1,H,W,193,95,38,74,7,21,12,16,57,24,9,4,21,9,12
3137,12/9/2023,1245350,234,Arizona,325,Wisconsin,H,W,194,98,35,60,12,26,16,26,37,26,5,6,4,7,16
3138,12/9/2023,1245350,325,Wisconsin,234,Arizona,V,L,194,73,29,70,10,21,5,8,24,13,3,0,6,8,18
3139,12/9/2023,1245385,309,Tennessee,388,Illinois,H,W,197,86,27,60,6,18,26,34,39,21,6,3,12,8,20
3140,12/9/2023,1245385,388,Illinois,309,Tennessee,V,L,196,79,23,65,9,36,24,28,30,9,5,2,8,8,22
3141,12/9/2023,1245534,394,Penn State,482,Ohio State,H,W,195,83,31,65,10,24,11,19,30,11,10,1,12,8,18
3142,12/9/2023,1245534,482,Ohio State,394,Penn State,V,L,196,80,27,60,11,26,15,22,41,21,2,3,13,15,18
3143,12/9/2023,1245556,338,Seton Hall,493,Rutgers,H,L,198,63,22,61,3,20,16,27,37,9,4,6,16,7,14
3144,12/9/2023,1245556,493,Rutgers,338,Seton Hall,V,W,195,70,23,56,12,24,12,16,37,14,3,10,8,9,23
3145,12/9/2023,1245565,464,Minnesota,566,Florida Gulf Coast,H,W,195,77,31,68,10,28,5,5,34,23,7,4,9,6,12
3146,12/9/2023,1245565,566,Florida Gulf Coast,464,Minnesota,V,L,195,57,20,50,6,10,11,15,29,11,3,1,7,14,9
3147,12/9/2023,1245694,268,Eastern Washington,440,Air Force,V,W,194,73,24,46,10,18,15,18,30,16,8,9,5,20,21
3148,12/9/2023,1245694,440,Air Force,268,Eastern Washington,H,L,196,68,22,57,11,29,13,17,25,14,11,4,9,15,20
3149,12/9/2023,1245721,376,Akron,578,Northern Kentucky,V,W,195,77,32,55,8,22,5,9,23,18,3,1,6,13,18
3150,12/9/2023,1245721,578,Northern Kentucky,376,Akron,H,L,196,76,29,60,4,15,14,24,29,12,9,1,11,8,15
3151,12/9/2023,1245779,371,Georgia Tech,545,Alabama A&M,H,W,193,70,24,56,8,28,14,22,51,15,3,2,19,19,14
3152,12/9/2023,1245779,545,Alabama A&M,371,Georgia Tech,V,L,192,49,16,58,2,20,15,20,23,4,12,4,7,7,20
3153,12/9/2023,1245899,411,Virginia Military Institute,516,American,H,L,194,69,23,59,9,25,14,18,25,10,4,1,10,9,19
3154,12/9/2023,1245899,516,American,411,Virginia Military Institute,V,W,195,77,26,49,8,22,17,22,31,12,4,2,8,12,20
3155,12/9/2023,1245980,225,Arizona State,512,San Diego,V,L,196,84,29,61,12,29,14,24,33,19,13,5,7,12,12
3156,12/9/2023,1245980,512,San Diego,225,Arizona State,H,W,195,89,33,71,12,29,11,15,41,21,7,2,10,14,17
3157,12/9/2023,1246031,239,UAB,346,Arkansas State,V,L,195,68,25,57,6,24,12,16,35,14,5,5,9,13,13
3158,12/9/2023,1246031,346,Arkansas State,239,UAB,H,W,195,87,33,65,13,30,8,11,31,21,10,3,8,5,14
3159,12/9/2023,1246087,255,Connecticut,535,Arkansas-Pine Bluff,H,W,194,101,33,59,13,28,22,31,37,21,5,9,10,7,17
3160,12/9/2023,1246087,535,Arkansas-Pine Bluff,255,Connecticut,V,L,196,63,21,59,12,30,9,15,19,12,5,2,5,13,27
3161,12/9/2023,1246159,281,Murray State,350,Austin Peay,V,L,195,49,19,51,7,25,4,8,34,11,1,2,6,10,14
3162,12/9/2023,1246159,350,Austin Peay,281,Murray State,H,W,198,53,20,59,5,21,8,10,34,6,4,3,11,3,9
3163,12/9/2023,1246186,352,BYU,481,Utah,V,L,197,69,26,71,7,30,10,18,36,13,6,1,15,8,20
3164,12/9/2023,1246186,481,Utah,352,BYU,H,W,196,73,28,57,8,26,9,13,34,19,4,5,6,13,16
3165,12/9/2023,1246296,276,Middle Tennessee,543,Belmont,H,L,195,65,22,55,7,23,14,23,27,12,6,5,8,12,14
3166,12/9/2023,1246296,543,Belmont,276,Middle Tennessee,V,W,196,75,29,54,6,12,11,16,28,13,9,1,5,9,18
3167,12/9/2023,1246324,260,Bethune-Cookman,491,South Carolina State,V,W,200,80,29,67,7,22,15,21,30,14,13,3,9,8,22
3168,12/9/2023,1246324,491,South Carolina State,260,Bethune-Cookman,H,L,200,71,22,64,3,16,24,34,47,12,3,7,19,18,19
3169,12/9/2023,1246349,547,Binghamton,2028841,Le Moyne,H,W,195,91,32,63,12,24,15,18,38,23,3,6,12,8,16
3170,12/9/2023,1246349,2028841,Le Moyne,547,Binghamton,V,L,196,79,25,63,12,29,17,21,25,15,4,4,9,6,16
3171,12/9/2023,1246373,244,Boise State,4000,ND1,H,W,193,109,38,63,15,32,18,29,42,26,7,2,15,11,16
3172,12/9/2023,1246536,546,Stony Brook,567,Bryant,H,W,197,86,26,56,16,30,18,28,34,17,7,3,7,14,19
3173,12/9/2023,1246536,567,Bryant,546,Stony Brook,V,L,197,75,24,61,11,33,16,19,31,13,8,0,9,15,18
3174,12/9/2023,1246583,399,Western Kentucky,521,Buffalo,V,W,193,82,29,66,6,25,18,29,42,20,13,4,14,15,14
3175,12/9/2023,1246583,521,Buffalo,399,Western Kentucky,H,L,197,65,26,71,5,34,8,10,37,15,11,4,11,15,17
3176,12/9/2023,1246605,340,California,354,Butler,V,L,244,90,35,76,14,34,6,7,33,18,7,3,9,16,18
3177,12/9/2023,1246605,354,Butler,340,California,H,W,246,97,39,75,8,19,11,14,33,18,7,6,7,14,11
3178,12/9/2023,1246636,417,Weber State,529,Cal Poly,H,W,194,78,26,61,10,26,16,19,31,15,12,1,10,7,13
3179,12/9/2023,1246636,529,Cal Poly,417,Weber State,V,L,194,50,18,41,5,12,9,11,28,6,5,2,2,22,17
3180,12/9/2023,1246666,568,South Dakota,571,Cal State Bakersfield,H,W,194,78,26,49,7,20,19,30,24,16,1,1,5,7,15
3181,12/9/2023,1246666,571,Cal State Bakersfield,568,South Dakota,V,L,193,73,30,68,3,17,10,16,34,14,3,0,16,8,24
3182,12/9/2023,1246694,467,Cal State Fullerton,520,Sacramento State,V,W,196,62,20,43,3,10,19,28,21,6,7,5,4,15,19
3183,12/9/2023,1246694,520,Sacramento State,467,Cal State Fullerton,H,L,195,60,20,51,6,23,14,19,34,9,8,3,12,17,23
3184,12/9/2023,1246830,473,Pittsburgh,505,Canisius,H,W,195,82,31,58,12,24,8,12,24,16,8,1,6,8,8
